GC,title,lat,lon,country,region,county,numfinds,,
 GC4QTHM,SKKT Azymut - jaskinia Niespodzianka,N 51° 05.700,E 018° 47.311,Poland,Łódzkie,Pajęczański (Łódzkie),40,,
 GC4QWET,GROTTE UZEL CAVE,N 43° 28.425,E 006° 53.667,France,Provence-Alpes-Côte d'Azur,Var,48,,
 GC4QZYN,Die Höhle des Lindwurms,N 47° 39.541,E 013° 37.315,Austria,Oberösterreich,Gmunden,55,,
 GC4R27W,Minove pole /mine field,N 48° 53.277,E 017° 08.492,Czechia,Jihomoravský kraj,Hodonín,16,,
 GC4RC4C,Baragova pot #3 - Velika jama,N 45° 53.987,E 015° 00.398,Slovenia,Jugovzhodna Slovenija,Trebnje,39,,
 GC4RM3H,La Cave,N 47° 24.018,E 007° 18.840,Switzerland,Jura,Movelier (26),74,,
 GC4T6Y1,SKKT Azymut - Jaskinia na Dupce,N 50° 41.943,E 019° 21.773,Poland,Śląskie,Częstochowski (Śląskie),27,,
 GC4TEY8,Couches : terrain miné,N 46° 51.331,E 004° 33.251,France,Bourgogne-Franche-Comté,Saône-et-Loire,13,,
 GC4TMNP,Škratova jama / Dwarf cave,N 45° 51.996,E 015° 16.672,Slovenia,Jugovzhodna Slovenija,Šmarješke Toplice,102,,
 GC4TMNP,Škratova jama / Dwarf cave,N 45° 51.996,E 015° 16.672,Slovenia,Jugovzhodna Slovenija,Šmarješke Toplice,102,,
 GC4VBM9,"Frankie, der Höhlenbär - Frankie, the cave-bear",N 47° 33.320,E 013° 41.400,Austria,Oberösterreich,Gmunden,57,,
 GC4VF3N,Der Piepmatz,N 50° 51.849,E 006° 08.714,Germany,Nordrhein-Westfalen,Städteregion Aachen,845,,
 GC4VJ4Z,Za marianskou bridlicou 1 - Sifrova jama,N 48° 15.004,E 017° 04.426,Slovakia,Bratislavský kraj,Malacky,461,,
 GC4W1C8,Zirkels Cave,N 46° 51.282,E 007° 16.724,Switzerland,Fribourg,Schmitten (FR) (10),86,,
 GC4WCFH,Dénezé - La Cave aux Sculptures,N 47° 14.810,W 000° 16.598,France,Pays de la Loire,Maine-et-Loire,119,,
 GC4WKHA,La cave d'Espinassous,N 44° 05.827,E 003° 23.797,France,Occitanie,Gard,1,,
 GC4WVPR,Kopalnia Soli,N 49° 58.911,E 020° 03.167,Poland,Małopolskie,Wielicki (Małopolskie),37,,
 GC4WVRW,La Grotta del Romito,N 44° 01.350,E 011° 37.457,Italy,Toscana,Firenze,6,,
 GC4WZCM,HK Jaskinia Macieja,N 50° 07.024,E 019° 26.551,Poland,Małopolskie,Chrzanowski (Małopolskie),108,,
 GC4X0MZ,Jaskinia pod Brzezinką,N 50° 44.635,E 016° 14.644,Poland,Dolnośląskie,Wałbrzych (Dolnośląskie),35,,
 GC4X261,Mramorova jeskyne Lazurka / Marble cave Lazurka,N 49° 54.865,E 012° 46.765,Czechia,Plzeňský kraj,Tachov,252,,
 GC4X5BV,La Grotte,N 49° 42.797,E 005° 49.418,Belgium,Luxembourg,Arlon,108,,
 GC4X5P7,Marie va à la cave,N 45° 49.817,E 004° 48.505,France,Auvergne-Rhône-Alpes,Métropole de Lyon,57,,
 GC4X68M,Jaskinia Kryspinowska,N 50° 02.505,E 019° 47.971,Poland,Małopolskie,Krakowski (Małopolskie),123,,
 GC4XHZG,CNB4 Mine d'Or,N 46° 09.166,W 000° 12.693,France,Nouvelle-Aquitaine,Deux-Sèvres,121,,
 GC4XQ19,Sentiero storico #4 la grotta,N 45° 49.379,E 009° 18.957,Italy,Lombardia,Lecco,106,,
 GC4Y16Y,La grotte de l'étoile - Star cave,N 49° 55.363,E 004° 31.210,France,Grand-Est,Ardennes,323,,
 GC4Y3NP,Sur le Chemin de la Navarre - 06 La Cave,N 43° 11.732,E 006° 06.203,France,Provence-Alpes-Côte d'Azur,Var,40,,
 GC4Y3ZM,Początek końca - Zlikwidowana kopalnia KGHM'u,N 51° 28.041,E 016° 06.178,Poland,Dolnośląskie,Lubiński (Dolnośląskie),79,,
 GC4Y98M,Direction Grotte,N 50° 29.321,E 004° 40.243,Belgium,Namur,Jemeppe-sur-Sambre,147,,
 GC4YKXF,Wagonik - Kopalnia Barytu ,N 50° 45.421,E 016° 12.441,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),111,,
 GC4ZHWJ,Mine de Wolfram (tungstene) de Montbelleux      ,N 48° 17.491,W 001° 10.394,France,Bretagne,Ille-et-Vilaine,56,,
 GC4ZJBA,OCHOZSKA JESKYNE - Ochozska Cave ,N 49° 14.675,E 016° 44.990,Czechia,Jihomoravský kraj,Brno-venkov,622,,
 GC4ZRVH,KOPALNIA,N 51° 06.180,E 015° 15.983,Poland,Dolnośląskie,Lubański (Dolnośląskie),106,,
 GC50KCJ,LA CAVE,N 47° 22.149,W 002° 11.809,France,Pays de la Loire,Loire-Atlantique,38,,
 GC50NEV,La Mine Bleue,N 47° 42.786,W 000° 57.404,France,Pays de la Loire,Maine-et-Loire,53,,
 GC518J3,Blockhaus de la mine de Montbelleux,N 48° 17.399,W 001° 10.491,France,Bretagne,Ille-et-Vilaine,54,,
 GC5191Y,Le train de la mine,N 46° 39.989,E 004° 17.872,France,Bourgogne-Franche-Comté,Saône-et-Loire,56,,
 GC51R88,La mine secrète,N 43° 19.815,E 005° 30.990,France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,34,,
 GC5229D,Plage de la Mine d Or - Penestin,N 47° 28.428,W 002° 29.301,France,Bretagne,Morbihan,116,,
 GC52DEZ,Jaskinia Twardowskiego,N 50° 02.336,E 019° 54.149,Poland,Małopolskie,Kraków (Małopolskie),247,,
 GC52DGX,Jama pri svetih treh kraljih,N 46° 00.687,E 014° 10.385,Slovenia,Osrednjeslovenska,Logatec,53,,
 GC52WN3,CE3# La cave aux loups,N 47° 20.673,E 004° 50.998,France,Bourgogne-Franche-Comté,Côte-d'Or,23,,
 GC53933,Grotta di Salim,N 45° 58.373,E 010° 57.248,Italy,Trentino-Alto Adige,Trento,53,,
 GC53D6H,Grotte de Houmont,N 49° 59.342,E 005° 35.284,Belgium,Luxembourg,Sainte-Ode,252,,
 GC53PPW,Grotte de Thibessart,N 49° 46.891,E 005° 33.157,Belgium,Luxembourg,Léglise,243,,
 GC53Q2Q,"[Spyrou] Le Bois Bellin 1, la grotte",N 50° 30.211,E 004° 37.700,Belgium,Namur,Jemeppe-sur-Sambre,146,,
 GC53WK7,Cave Ste Geneviève,N 48° 26.996,E 002° 46.212,France,Île-de-France,Seine-et-Marne,145,,
 GC53XQG,Mrzla jama,N 45° 43.861,E 014° 28.579,Slovenia,Littoral–Inner Carniola Region,Loška Dolina,86,,
 GC5432C,La Mine d’Uranium de La Gabrielle-Le Poitou,N 46° 59.702,W 000° 56.099,France,Pays de la Loire,Vendée,34,,
 GC54CCW,ALOTRA Cave (La Grotte ALOTRA),N 43° 13.220,E 005° 27.170,France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,22,,
 GC54G4D,Dupliška jama / Duplica pit,N 46° 12.224,E 014° 35.403,Slovenia,Osrednjeslovenska,Kamnik,83,,
 GC54KKZ,Luc-sur-orbieu4#La cave,N 43° 10.636,E 002° 46.923,France,Occitanie,Aude,92,,
 GC54QQ9,Grotte et chemin de croix,N 49° 54.532,E 005° 33.895,Belgium,Luxembourg,Vaux-sur-Sûre,86,,
 GC551AE,Grotta Strengidor,N 46° 02.006,E 011° 00.859,Italy,Trentino-Alto Adige,Trento,13,,
 GC551C5,Cave Wood im Totholz,N 52° 44.715,E 013° 17.576,Germany,Brandenburg,Oberhavel (Lkr),169,,
 GC553R3,Auf Koch Mine´s Spuren #1,N 51° 39.026,E 011° 49.583,Germany,Sachsen-Anhalt,Saalekreis,218,,
 GC5543B,Auf Koch Mine´s Spuren #2,N 51° 38.862,E 011° 49.694,Germany,Sachsen-Anhalt,Saalekreis,175,,
 GC554BG,Auf Koch Mine´s Spuren #3,N 51° 38.860,E 011° 49.482,Germany,Sachsen-Anhalt,Saalekreis,181,,
 GC554G4,Migavčkova jama,N 45° 59.442,E 014° 01.232,Slovenia,Goriška,Idrija,54,,
 GC554KY,Auf Koch Mine´s Spuren #4,N 51° 38.882,E 011° 49.326,Germany,Sachsen-Anhalt,Saalekreis,194,,
 GC554NJ,Auf Koch Mine´s Spuren #5,N 51° 38.942,E 011° 49.439,Germany,Sachsen-Anhalt,Saalekreis,185,,
 GC5550V,Koch Mine's Mystery,N 51° 38.352,E 011° 48.545,Germany,Sachsen-Anhalt,Saalekreis,120,,
 GC55DGY,The Bat Cave,N 50° 51.466,E 005° 49.672,Netherlands,Limburg,Valkenburg aan de Geul,189,,
 GC55HCT,Alexander Höhle/ Grotta di Alexander,N 45° 46.818,E 013° 36.826,Italy,Friuli-Venezia Giulia,Provincia di Trieste,55,,
 GC55KD0,Alphabet Héraultais : C comme... Cave,N 43° 42.328,E 003° 54.039,France,Occitanie,Hérault,94,,
 GC55RBA,PLM Sommières-Nîmes # Feu la cave,N 43° 46.413,E 004° 09.615,France,Occitanie,Gard,100,,
 GC562XQ,Kamiennik - jaskinia,N 49° 47.950,E 020° 02.075,Poland,Małopolskie,Myślenicki (Małopolskie),38,,
 GC5657A,Grotte de la Grande Cave,N 47° 00.934,E 006° 37.142,France,Bourgogne-Franche-Comté,Doubs,84,,
 GC567YR,Kopalnia uranu,N 51° 00.195,E 015° 28.915,Poland,Dolnośląskie,Lwówecki (Dolnośląskie),31,,
 GC56A8F,La Grand Cave #1,N 47° 01.215,E 006° 36.799,France,Bourgogne-Franche-Comté,Doubs,79,,
 GC56ABF,La Grand Cave #2,N 47° 01.105,E 006° 36.965,France,Bourgogne-Franche-Comté,Doubs,94,,
 GC56ACC,La Grand Cave #3,N 47° 01.065,E 006° 37.104,France,Bourgogne-Franche-Comté,Doubs,71,,
 GC56AD4,La Grand Cave #4,N 47° 00.821,E 006° 37.095,France,Bourgogne-Franche-Comté,Doubs,96,,
 GC56ADA,Grotte Notre Dame de Lourdes - Solwaster,N 50° 31.260,E 005° 57.953,Belgium,Liège,Jalhay,605,,
 GC56ADG,La Grand Cave #5,N 47° 00.469,E 006° 36.862,France,Bourgogne-Franche-Comté,Doubs,109,,
 GC56AE8,La Grand Cave #6,N 47° 00.673,E 006° 36.746,France,Bourgogne-Franche-Comté,Doubs,96,,
 GC56AEQ,La Grand Cave #7,N 47° 00.832,E 006° 36.680,France,Bourgogne-Franche-Comté,Doubs,87,,
 GC56AF9,La Grand Cave #8,N 47° 01.019,E 006° 36.613,France,Bourgogne-Franche-Comté,Doubs,93,,
 GC56AFG,La Grand Cave #9,N 47° 01.086,E 006° 36.515,France,Bourgogne-Franche-Comté,Doubs,77,,
 GC56AGV,La Grand Cave #Bonus,N 47° 01.080,E 006° 36.557,France,Bourgogne-Franche-Comté,Doubs,50,,
 GC56V0E,SPYCHERWEIDLI GROTTE,N 46° 39.277,E 007° 16.959,Switzerland,Fribourg,Val-de-Charmey (10),43,,
 GC56WVX,Cave mans home,N 46° 12.732,E 106° 01.680,Mongolia, , ,17,,
 GC5701,Sipings first,N 43° 08.939,E 124° 29.664,China,Jilin, ,2,,
 GC571N9,Cave shelter ,N 46° 25.048,E 014° 05.083,Slovenia,Upper Carniola Statistical Region,Jesenice,48,,
 GC5721P,Ballade du Bourg - Gîte Bista Eder La vieille Cave,N 44° 13.301,E 003° 08.334,France,Occitanie,Aveyron,31,,
 GC573JA,Udin Borst by night - The Cave,N 46° 17.958,E 014° 17.837,Slovenia,Upper Carniola Statistical Region,Naklo,45,,
 GC574Z9,Cesky Raj - Yogi & Boo-Boo Cave,N 50° 30.247,E 015° 12.415,Czechia,Liberecký kraj,Semily,534,,
 GC57F1E,The Cave,N 48° 06.234,E 011° 26.495,Germany,Bayern,München (Lkr),500,,
 GC57F5E,Jama,N 49° 03.455,E 020° 17.541,Slovakia,Prešovský kraj,Poprad,237,,
 GC57F67,Cave of the Cyclopes,N 38° 05.704,E 012° 48.123,Italy,Sicilia,Trapani,9,,
 GC57K2H,Grotta di Nettuno,N 40° 33.900,E 008° 09.600,Italy,Sardegna,Sassari,390,,
 GC57M2P,Schlossberg-Höhle,N 47° 27.811,E 010° 41.693,Austria,Tirol,Reutte (Außerfern),36,,
 GC57T3X,Karbelova Jama / The Karbelova Cave,N 46° 37.710,E 015° 03.816,Slovenia,Koroška,Dravograd,11,,
 GC57T3X,Karbelova Jama / The Karbelova Cave,N 46° 37.710,E 015° 03.816,Slovenia,Koroška,Dravograd,11,,
 GC58339,La grotta dell'Uzzo,N 38° 06.605,E 012° 47.220,Italy,Sicilia,Trapani,125,,
 GC58ET6,Banskou krajinou 5 - Jama c.5,N 48° 44.383,E 018° 41.133,Slovakia,Trenčiansky kraj,Prievidza,131,,
 GC58JP7,Banskou krajinou 7 - Jama c.3,N 48° 44.721,E 018° 40.001,Slovakia,Trenčiansky kraj,Prievidza,85,,
 GC58Q8K,Jama Pekel / Pekel Cave,N 46° 17.403,E 015° 07.982,Slovenia,Savinja Statistical Region,Žalec,117,,
 GC58Q8K,Jama Pekel / Pekel Cave,N 46° 17.403,E 015° 07.982,Slovenia,Savinja Statistical Region,Žalec,117,,
 GC58RJ7,[LHAV]#4 - PCMC - Cave Notre-Dame,N 43° 35.571,E 003° 54.383,France,Occitanie,Hérault,153,,
 GC58ZQ2,GROTTA,N 42° 20.517,E 013° 49.770,Italy,Abruzzo,Pescara,2,,
 GC597VA,Huy - Chemin de la cave,N 50° 30.675,E 005° 13.645,Belgium,Liège,Huy,58,,
 GC59BNX,Trou de mine !,N 42° 41.203,E 002° 19.880,France,Occitanie,Pyrénées-Orientales,3,,
 GC59FW0,#6 Bauxite - La mine,N 43° 44.171,E 004° 46.677,France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,140,,
 GC59KF8,Grotta della Madonna,N 45° 38.187,E 011° 15.655,Italy,Veneto,Vicenza,5,,
 GC59TR3,La cave aux nains,N 49° 10.311,E 004° 27.989,France,Grand-Est,Marne,74,,
 GC5A03B,Gute Frage,N 50° 46.551,E 007° 55.736,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),79,,
 GC5A390,La grotta del Rio Buio,N 44° 01.188,E 010° 46.251,Italy,Toscana,Pistoia,33,,
 GC5A516,T16  Alla grotta,N 46° 16.289,E 010° 57.475,Italy,Trentino-Alto Adige,Trento,49,,
 GC5A5DV,Grotta della Sinaiola,N 44° 02.111,E 011° 28.439,Italy,Toscana,Firenze,5,,
 GC5A7XA,Gute Antwort...,N 50° 46.619,E 007° 55.946,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),69,,
 GC5A7Y3,Einen Steinwurf entfernt!,N 50° 49.761,E 007° 55.785,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),155,,
 GC5A7YW,"Ich sehe was, was du (noch) nicht siehst....",N 50° 49.632,E 007° 56.274,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),121,,
 GC5A9WA,Mine à Grisou,N 43° 40.336,E 003° 00.396,France,Occitanie,Hérault,36,,
 GC5ABZG,Bartholomäberg Historisches Bergwerk,N 47° 05.896,E 009° 55.015,Austria,Vorarlberg,Bludenz,213,,
 GC5AMDN,Kopalnia w Borowie,N 50° 58.910,E 016° 15.256,Poland,Dolnośląskie,świdnicki (Dolnośląskie),10,,
 GC5AMER,Kopalnia w Granicznej,N 50° 58.645,E 016° 20.698,Poland,Dolnośląskie,świdnicki (Dolnośląskie),101,,
 GC5B1X8,Der Hohle Baum,N 47° 49.769,E 016° 38.054,Austria,Burgenland,Bezirk Eisenstadt-Umgebung,166,,
 GC5B62G,Mazets peints # la cabane brune de Sérignan (cave),N 43° 16.940,E 003° 18.378,France,Occitanie,Hérault,423,,
 GC5B6H6,Karner Höhle,N 47° 58.404,E 015° 03.512,Austria,Niederösterreich,Bezirk Scheibbs,23,,
 GC5BEXQ,La grotta di Benikulà o Bagno Asciutto,N 36° 46.592,E 011° 59.102,Italy,Sicilia,Trapani,14,,
 GC5BPQK,Shybian 07 La Mine,N 46° 29.568,E 002° 59.695,France,Auvergne-Rhône-Alpes,Allier,47,,
 GC5BR83,Climbing to Underground ,N 42° 05.660,E 128° 04.220,China,Jilin, ,0,,
 GC5BY3H,Kopalnia Glaznoty,N 53° 32.131,E 019° 52.861,Poland,Warmińsko-Mazurskie,Ostródzki (Warmińsko-Mazurskie),20,,
 GC5C3KR,"Cave, Krasnohorska Dlha Luka",N 48° 37.077,E 020° 35.242,Slovakia,Košický kraj,Rožňava,264,,
 GC5C4PK,Kopalnia Folwark / SA,N 50° 36.853,E 017° 54.066,Poland,Opolskie,Opolski (Opolskie),18,,
 GC5CG0Y,Jama Ledenica,N 46° 22.567,E 014° 54.209,Slovenia,Savinja Statistical Region,Mozirje,67,,
 GC5CYHY,Kopalnia Barytu Stanisławów (SICHÓW),N 51° 05.801,E 016° 03.206,Poland,Dolnośląskie,Jaworski (Dolnośląskie),70,,
 GC5CYXH,"Grotta ""La Tampa"" - Monte Maddalena",N 45° 31.785,E 010° 17.142,Italy,Lombardia,Brescia,19,,
 GC5D9YM,GROTTA DEL DRAGO,N 43° 52.612,E 011° 07.985,Italy,Toscana,Prato,24,,
 GC5DH2P,Zabytkowa Kopalnia Srebra,N 50° 25.530,E 018° 50.956,Poland,Śląskie,Tarnogórski (Śląskie),103,,
 GC5DYW2,Trullo Della Grotta,N 40° 38.498,E 017° 14.366,Italy,Puglia,Taranto,26,,
 GC5ED60,The Cave,N 49° 36.958,E 007° 34.472,Germany,Rheinland-Pfalz,Kusel (Lkr),42,,
 GC5EMCF,La Grotta della Vipera,N 39° 13.619,E 009° 06.000,Italy,Sardegna,Cagliari,33,,
 GC5EQBN,Jama Mačkovica / Mačkovica cave,N 45° 51.530,E 014° 16.241,Slovenia,Osrednjeslovenska,Logatec,83,,
 GC5EQBN,Jama Mačkovica / Mačkovica cave,N 45° 51.530,E 014° 16.241,Slovenia,Osrednjeslovenska,Logatec,83,,
 GC5F6CG,Vauvert A : La cave coopérative,N 43° 41.497,E 004° 16.224,France,Occitanie,Gard,197,,
 GC5F8P3,Jama Malikovec,N 45° 38.340,E 015° 11.139,Slovenia,Jugovzhodna Slovenija,Semič,25,,
 GC5FDGW,la Grotte de Tiru,N 49° 50.438,E 004° 53.091,Belgium,Namur,Vresse-sur-Semois,41,,
 GC5FZ8Y,Grotte de Lourdes,N 50° 43.692,E 005° 53.015,Belgium,Limburg,Voeren,334,,
 GC5G1AJ,La Grotte de l'Abîme,N 50° 28.599,E 005° 33.981,Belgium,Liège,Comblain-au-Pont,183,,
 GC5G607,La grotte secrète ,N 50° 08.108,E 004° 32.888,Belgium,Namur,Philippeville,21,,
 GC5GC15,Jaskinia Biśnik  (Przystanek turystyczny-B),N 50° 25.583,E 019° 39.930,Poland,Małopolskie,Olkuski (Małopolskie),58,,
 GC5GC2Q,INO - Stara kopalnia soli,N 52° 47.000,E 018° 15.410,Poland,Kujawsko-Pomorskie,Inowrocławski (Kujawsko-Pomorskie),32,,
 GC5GG5E,Opuszczone kopalnie - Kopalnia Augusta,N 50° 41.322,E 016° 32.405,Poland,Dolnośląskie,Dzierżoniowski (Dolnośląskie),15,,
 GC5HGJY,La Grotta,N 46° 13.900,E 013° 09.437,Italy,Friuli-Venezia Giulia,Udine,75,,
 GC5HMJ8,Grotta presso il Cimitero - Cave near the Cemetery,N 45° 47.064,E 013° 35.651,Italy,Friuli-Venezia Giulia,Provincia di Trieste,188,,
 GC5HMJ8,Grotta presso il Cimitero - Cave near the Cemetery,N 45° 47.064,E 013° 35.651,Italy,Friuli-Venezia Giulia,Provincia di Trieste,188,,
 GC5J2NP,Geoles Höhle - Steinzeit im Wienerwald,N 48° 05.654,E 016° 10.907,Austria,Niederösterreich,Bezirk Mödling,102,,
 GC5J3WY,12 CIRCUIT COTIER:vers la mine d or,N 47° 28.558,W 002° 29.386,France,Bretagne,Morbihan,548,,
 GC5J64N,Höhle im Herrschaftssteinbruch,N 48° 07.767,E 016° 59.544,Austria,Niederösterreich,Bruck an der Leitha,89,,
 GC5J72V,TDLM  n°11 la mine de quartz,N 45° 26.893,E 004° 35.201,France,Auvergne-Rhône-Alpes,Loire,111,,
 GC5JP1G,Sentier botanique de la mine,N 43° 37.224,W 001° 06.611,France,Nouvelle-Aquitaine,Landes,46,,
 GC5JWGW,Wysoczyzna Elbląska - kopalnia iłów,N 54° 17.308,E 019° 29.395,Poland,Warmińsko-Mazurskie,Elbląski (Warmińsko-Mazurskie),15,,
 GC5JWQX,Kopalnia Bazaltu Gracze / Basalt Mine Gracze,N 50° 41.244,E 017° 33.330,Poland,Opolskie,Opolski (Opolskie),20,,
 GC5K0PE,Dul Ferdinand / Ferdinand Mine,N 50° 10.694,E 014° 08.546,Czechia,Středočeský kraj,Kladno,651,,
 GC5K44D,Into the Mine,N 45° 50.600,E 009° 28.331,Italy,Lombardia,Lecco,29,,
 GC5K5HW,La Machine: musée de la mine,N 46° 53.295,E 003° 27.857,France,Bourgogne-Franche-Comté,Nièvre,111,,
 GC5KAFK,( M.S.G. ) Grotta di Lourdes   #1 Zimella,N 45° 19.927,E 011° 22.415,Italy,Veneto,Verona,7,,
 GC5KDW4,Mine de Ramponenche,N 44° 20.277,E 003° 40.093,France,Occitanie,Lozère,17,,
 GC5KE59,La cave mystère,N 47° 18.250,E 001° 11.020,France,Centre-Val-de-Loire,Loir-et-Cher,21,,
 GC5KQED,Le cave di gesso di Signols - Panorama,N 45° 02.878,E 006° 47.724,Italy,Piemonte,Torino,27,,
 GC5KQHG,Le cave di gesso di Signols - Cascata,N 45° 02.941,E 006° 48.094,Italy,Piemonte,Torino,24,,
 GC5KQJN,Le cave di gesso di Signols - Relax,N 45° 03.043,E 006° 48.091,Italy,Piemonte,Torino,33,,
 GC5KQKM,Le cave di gesso di Signols - Torrente,N 45° 03.182,E 006° 48.213,Italy,Piemonte,Torino,33,,
 GC5KQMJ,Le cave di gesso di Signols - Teleferica 1,N 45° 03.225,E 006° 48.315,Italy,Piemonte,Torino,34,,
 GC5KVQ6,Le cave di gesso di Signols - Teleferica 2,N 45° 03.389,E 006° 48.312,Italy,Piemonte,Torino,29,,
 GC5KWG4,Le cave di gesso di Signols,N 45° 03.172,E 006° 48.319,Italy,Piemonte,Torino,21,,
 GC5M7TN,Le cave perdute,N 43° 50.131,E 011° 13.513,Italy,Toscana,Firenze,31,,
 GC5M8H3,Janosikova jaskyna / Janosik's cave,N 48° 54.271,E 018° 10.693,Slovakia,Trenčiansky kraj,Trenčín,175,,
 GC5MQ6X,KOPALNIA,N 50° 26.033,E 016° 44.742,Poland,Dolnośląskie,Kłodzki (Dolnośląskie),44,,
 GC5MVXR,De la Ragounite à la Mine #13,N 46° 25.105,W 001° 37.600,France,Pays de la Loire,Vendée,268,,
 GC5MVYM,De la Ragounite à la Mine #14,N 46° 24.880,W 001° 37.100,France,Pays de la Loire,Vendée,279,,
 GC5MVZ4,De la Ragounite à la Mine #15,N 46° 24.853,W 001° 36.971,France,Pays de la Loire,Vendée,233,,
 GC5MVZQ,De la Ragounite à la Mine #16,N 46° 24.881,W 001° 36.819,France,Pays de la Loire,Vendée,56,,
 GC5NADD,Cave dwellings in Noszvaj,N 47° 55.732,E 020° 28.930,Hungary,Heves,Egri járás,109,,
 GC5NH1E,Le cave perdute 2.0 _ Maiano,N 43° 47.814,E 011° 18.359,Italy,Toscana,Firenze,27,,
 GC5NJ8M,Mémoire de la Mine,N 44° 56.083,E 006° 35.224,France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,345,,
 GC5NRXT,Ederovska stola (Eder's mine shaft),N 49° 28.717,E 016° 39.376,Czechia,Jihomoravský kraj,Blansko,436,,
 GC5NVYT,grotta di Lourdes,N 45° 54.790,E 009° 10.142,Italy,Lombardia,Como,46,,
 GC5NVZY,grotta Masera,N 45° 53.956,E 009° 09.373,Italy,Lombardia,Como,21,,
 GC5NW0H,La Mine de Lappiaz,N 46° 11.565,E 006° 45.948,France,Auvergne-Rhône-Alpes,Haute-Savoie,22,,
 GC5NZ8P,La grotte des mystères,N 50° 37.787,E 004° 27.239,Belgium,Brabant wallon,Genappe,155,,
 GC5NZCQ,Grotta Tanaccia,N 44° 13.610,E 011° 45.437,Italy,Emilia-Romagna,Ravenna,16,,
 GC5P3J9,Kopalnia magnezytu Wiry,N 50° 50.216,E 016° 37.918,Poland,Dolnośląskie,świdnicki (Dolnośląskie),32,,
 GC5P56J,Cannero Riviera grotta di Lourdes,N 46° 01.259,E 008° 40.735,Italy,Piemonte,Verbano-Cusio-Ossola,391,,
 GC5P8XG,La cave au vin du nain ,N 45° 42.900,E 004° 45.400,France,Auvergne-Rhône-Alpes,Rhône,17,,
 GC5PB7H,La grotte du sanglier,N 46° 12.973,E 007° 10.945,Switzerland,Valais,Chamoson (23),20,,
 GC5PG5T,La mine à Plomb 1 - Le pont de la Mine,N 47° 23.234,W 002° 07.384,France,Pays de la Loire,Loire-Atlantique,67,,
 GC5PG63,La mine à Plomb 2 - Début du filon,N 47° 22.982,W 002° 07.353,France,Pays de la Loire,Loire-Atlantique,66,,
 GC5PG6F,La mine à Plomb 3 - Jacques Martin,N 47° 23.061,W 002° 07.438,France,Pays de la Loire,Loire-Atlantique,52,,
 GC5PG6T,La mine à Plomb 4 - La maison rouge,N 47° 23.133,W 002° 07.510,France,Pays de la Loire,Loire-Atlantique,59,,
 GC5PGDE,Cave du diable,N 49° 13.569,E 002° 58.658,France,Hauts-de-France,Aisne,51,,
 GC5PGRV,Bei Gott,N 51° 10.056,E 012° 55.212,Germany,Sachsen,Mittelsachsen (Lkr),196,,
 GC5PT09,Kopalnia Agnes | Górnictwo w Jugowie #3,N 50° 36.922,E 016° 32.126,Poland,Dolnośląskie,Kłodzki (Dolnośląskie),27,,
 GC5PXBX,"Kopalnia Wapienia ""Czatkowice""",N 50° 09.697,E 019° 38.038,Poland,Małopolskie,Krakowski (Małopolskie),0,,
 GC5PZ60,( M.S.G. ) Grotta di Lourdes #2 Brognoligo,N 45° 27.187,E 011° 16.887,Italy,Veneto,Verona,15,,
 GC5PZNX,Kazimierz-Juliusz: Ostatnia czynna kopalnia,N 50° 17.515,E 019° 14.315,Poland,Śląskie,Sosnowiec (Śląskie),34,,
 GC5Q7BC,( M.S.G. ) Grotta di Lourdes #3 Chiampo,N 45° 32.317,E 011° 17.179,Italy,Veneto,Vicenza,26,,
 GC5QM4H,La Cave du Roy,N 48° 08.850,E 002° 47.500,France,Centre-Val-de-Loire,Loiret,30,,
 GC5QZHD,"Rocky Window at the Cave, Jasov",N 48° 40.648,E 020° 58.617,Slovakia,Košický kraj,Košice - okolie,165,,
 GC5QZM1,Grotta di Biddiriscottai,N 40° 17.623,E 009° 38.777,Italy,Sardegna,Nuoro,194,,
 GC5R48F,Cave Bahnheim,N 49° 26.311,E 007° 43.437,Germany,Rheinland-Pfalz,Kaiserslautern,90,,
 GC5R48K,Cave Kindsbach,N 49° 24.931,E 007° 37.048,Germany,Rheinland-Pfalz,Kaiserslautern (Lkr),34,,
 GC5R4BA,2 - La balade des Nichoirs - La cave,N 47° 55.207,E 004° 34.352,France,Bourgogne-Franche-Comté,Côte-d'Or,21,,
 GC5R9D6,Kopalnia Planeta - Zagłębie Przemysłu,N 50° 18.528,E 019° 03.767,Poland,Śląskie,Będziński (Śląskie),113,,
 GC5RDAT,Honey cave,N 49° 49.273,E 024° 05.391,Ukraine,Lviv,Львівська міська рада,25,,
 GC5RFFG,La mine oubliée,N 45° 17.753,E 005° 52.167,France,Auvergne-Rhône-Alpes,Isère,39,,
 GC5RHQR,Grube San Fernando,N 50° 45.767,E 007° 57.707,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),40,,
