county,WNS_MAP_YR,WNS_STATUS
Callaway-Missouri,2008-09,Absent
Callaway-Missouri,2009-10,Absent
Callaway-Missouri,2010-11,Absent
Callaway-Missouri,2011-12,Absent
Callaway-Missouri,2012-13,Absent
Callaway-Missouri,2013-14,Absent
Callaway-Missouri,2015-16,Absent
Callaway-Missouri,2016-17,Absent
Callaway-Missouri,2017-18,Absent
Callaway-Missouri,2018-19,Absent
Calumet-Wisconsin,2006-07,Absent
Calumet-Wisconsin,2007-08,Absent
Calumet-Wisconsin,2008-09,Absent
Calumet-Wisconsin,2009-10,Absent
Calumet-Wisconsin,2010-11,Absent
Calumet-Wisconsin,2011-12,Absent
Calumet-Wisconsin,2012-13,Absent
Calumet-Wisconsin,2013-14,Absent
Calumet-Wisconsin,2014-15,Absent
Calumet-Wisconsin,2015-16,Absent
Calumet-Wisconsin,2017-18,Absent
Calumet-Wisconsin,2018-19,Absent
Cambria-Pennsylvania,2006-07,Absent
Cambria-Pennsylvania,2007-08,Absent
Cambria-Pennsylvania,2008-09,Absent
Cambria-Pennsylvania,2009-10,Absent
Cambria-Pennsylvania,2010-11,Absent
Cambria-Pennsylvania,2012-13,Absent
Cambria-Pennsylvania,2013-14,Absent
Cambria-Pennsylvania,2014-15,Absent
Cambria-Pennsylvania,2015-16,Absent
Cambria-Pennsylvania,2016-17,Absent
Cambria-Pennsylvania,2017-18,Absent
Cambria-Pennsylvania,2018-19,Absent
Camden-Missouri,2006-07,Absent
Camden-Missouri,2007-08,Absent
Camden-Missouri,2008-09,Absent
Camden-Missouri,2009-10,Absent
Camden-Missouri,2010-11,Absent
Camden-Missouri,2011-12,Absent
Camden-Missouri,2012-13,Absent
Camden-Missouri,2014-15,Absent
Camden-Missouri,2015-16,Absent
Camden-Missouri,2016-17,Absent
Camden-Missouri,2017-18,Absent
Camden-Missouri,2018-19,Absent
Campbell-Tennessee,2006-07,Absent
Campbell-Tennessee,2007-08,Absent
Campbell-Tennessee,2008-09,Absent
Campbell-Tennessee,2009-10,Absent
Campbell-Tennessee,2010-11,Absent
Campbell-Tennessee,2011-12,Absent
Campbell-Tennessee,2013-14,Absent
Campbell-Tennessee,2014-15,Absent
Campbell-Tennessee,2015-16,Absent
Campbell-Tennessee,2016-17,Absent
Campbell-Tennessee,2017-18,Absent
Campbell-Tennessee,2018-19,Absent
Cannon-Tennessee,2006-07,Absent
Cannon-Tennessee,2007-08,Absent
Cannon-Tennessee,2008-09,Absent
Cannon-Tennessee,2009-10,Absent
Cannon-Tennessee,2010-11,Absent
Cannon-Tennessee,2011-12,Absent
Cannon-Tennessee,2013-14,Absent
Cannon-Tennessee,2014-15,Absent
Cannon-Tennessee,2015-16,Absent
Cannon-Tennessee,2016-17,Absent
Cannon-Tennessee,2017-18,Absent
Cannon-Tennessee,2018-19,Absent
Cape Breton-Nova Scotia,2006-07,Absent
Cape Breton-Nova Scotia,2007-08,Absent
Cape Breton-Nova Scotia,2008-09,Absent
Cape Breton-Nova Scotia,2009-10,Absent
Cape Breton-Nova Scotia,2010-11,Absent
Cape Breton-Nova Scotia,2011-12,Absent
Cape Breton-Nova Scotia,2012-13,Absent
Cape Breton-Nova Scotia,2014-15,Absent
Cape Breton-Nova Scotia,2015-16,Absent
Cape Breton-Nova Scotia,2016-17,Absent
Cape Breton-Nova Scotia,2017-18,Absent
Cape Breton-Nova Scotia,2018-19,Absent
Carbon-Pennsylvania,2006-07,Absent
Carbon-Pennsylvania,2007-08,Absent
Carbon-Pennsylvania,2008-09,Absent
Carbon-Pennsylvania,2010-11,Absent
Carbon-Pennsylvania,2011-12,Absent
Carbon-Pennsylvania,2012-13,Absent
Carbon-Pennsylvania,2013-14,Absent
Carbon-Pennsylvania,2014-15,Absent
Carbon-Pennsylvania,2015-16,Absent
Carbon-Pennsylvania,2016-17,Absent
Carbon-Pennsylvania,2017-18,Absent
Carbon-Pennsylvania,2018-19,Absent
Carleton-New Brunswick,2006-07,Absent
Carleton-New Brunswick,2007-08,Absent
Carleton-New Brunswick,2008-09,Absent
Carleton-New Brunswick,2009-10,Absent
Carleton-New Brunswick,2010-11,Absent
Carleton-New Brunswick,2011-12,Absent
Carleton-New Brunswick,2012-13,Absent
Carleton-New Brunswick,2013-14,Absent
Carleton-New Brunswick,2014-15,Absent
Carleton-New Brunswick,2015-16,Absent
Carleton-New Brunswick,2016-17,Absent
Carleton-New Brunswick,2018-19,Absent
Carroll-Illinois,2006-07,Absent
Carroll-Illinois,2007-08,Absent
Carroll-Illinois,2008-09,Absent
Carroll-Illinois,2009-10,Absent
Carroll-Illinois,2010-11,Absent
Carroll-Illinois,2011-12,Absent
Carroll-Illinois,2012-13,Absent
Carroll-Illinois,2013-14,Absent
Carroll-Illinois,2015-16,Absent
Carroll-Illinois,2016-17,Absent
Carroll-Illinois,2017-18,Absent
Carroll-Illinois,2018-19,Absent
Carter-Kentucky,2006-07,Absent
Carter-Kentucky,2007-08,Absent
Carter-Kentucky,2008-09,Absent
Carter-Kentucky,2009-10,Absent
Carter-Kentucky,2010-11,Absent
Carter-Kentucky,2011-12,Absent
Carter-Kentucky,2013-14,Absent
Carter-Kentucky,2014-15,Absent
Carter-Kentucky,2015-16,Absent
Carter-Kentucky,2016-17,Absent
Carter-Kentucky,2017-18,Absent
Carter-Kentucky,2018-19,Absent
Carter-Missouri,2006-07,Absent
Carter-Missouri,2007-08,Absent
Carter-Missouri,2008-09,Absent
Carter-Missouri,2009-10,Absent
Carter-Missouri,2010-11,Absent
Carter-Missouri,2011-12,Absent
Carter-Missouri,2012-13,Absent
Carter-Missouri,2014-15,Absent
Carter-Missouri,2015-16,Absent
Carter-Missouri,2016-17,Absent
Carter-Missouri,2017-18,Absent
Carter-Missouri,2018-19,Absent
Carter-Tennessee,2006-07,Absent
Carter-Tennessee,2007-08,Absent
Carter-Tennessee,2008-09,Absent
Carter-Tennessee,2010-11,Absent
Carter-Tennessee,2011-12,Absent
Carter-Tennessee,2012-13,Absent
Carter-Tennessee,2013-14,Absent
Carter-Tennessee,2014-15,Absent
Carter-Tennessee,2015-16,Absent
Carter-Tennessee,2016-17,Absent
Carter-Tennessee,2017-18,Absent
Carter-Tennessee,2018-19,Absent
Cass-Nebraska,2006-07,Absent
Cass-Nebraska,2007-08,Absent
Cass-Nebraska,2008-09,Absent
Cass-Nebraska,2009-10,Absent
Cass-Nebraska,2010-11,Absent
Cass-Nebraska,2011-12,Absent
Cass-Nebraska,2012-13,Absent
Cass-Nebraska,2013-14,Absent
Cass-Nebraska,2014-15,Absent
Cass-Nebraska,2015-16,Absent
Cass-Nebraska,2017-18,Absent
Cass-Nebraska,2018-19,Absent
Catoosa-Georgia,2006-07,Absent
Catoosa-Georgia,2007-08,Absent
Catoosa-Georgia,2008-09,Absent
Catoosa-Georgia,2009-10,Absent
Catoosa-Georgia,2010-11,Absent
Catoosa-Georgia,2011-12,Absent
Catoosa-Georgia,2012-13,Absent
Catoosa-Georgia,2013-14,Absent
Catoosa-Georgia,2014-15,Absent
Catoosa-Georgia,2015-16,Absent
Catoosa-Georgia,2017-18,Absent
Catoosa-Georgia,2018-19,Absent
Cattaraugus-New York,2006-07,Absent
Cattaraugus-New York,2007-08,Absent
Cattaraugus-New York,2008-09,Absent
Cattaraugus-New York,2009-10,Absent
Cattaraugus-New York,2010-11,Absent
Cattaraugus-New York,2011-12,Absent
Cattaraugus-New York,2013-14,Absent
Cattaraugus-New York,2014-15,Absent
Cattaraugus-New York,2015-16,Absent
Cattaraugus-New York,2016-17,Absent
Cattaraugus-New York,2017-18,Absent
Cattaraugus-New York,2018-19,Absent
Cedar-Missouri,2006-07,Absent
Cedar-Missouri,2007-08,Absent
Cedar-Missouri,2008-09,Absent
Cedar-Missouri,2009-10,Absent
Cedar-Missouri,2010-11,Absent
Cedar-Missouri,2011-12,Absent
Cedar-Missouri,2012-13,Absent
Cedar-Missouri,2013-14,Absent
Cedar-Missouri,2014-15,Absent
Cedar-Missouri,2016-17,Absent
Cedar-Missouri,2017-18,Absent
Cedar-Missouri,2018-19,Absent
Census Div. 4/St George's-Newfoundland,2006-07,Absent
Census Div. 4/St George's-Newfoundland,2007-08,Absent
Census Div. 4/St George's-Newfoundland,2008-09,Absent
Census Div. 4/St George's-Newfoundland,2009-10,Absent
Census Div. 4/St George's-Newfoundland,2010-11,Absent
Census Div. 4/St George's-Newfoundland,2011-12,Absent
Census Div. 4/St George's-Newfoundland,2012-13,Absent
Census Div. 4/St George's-Newfoundland,2013-14,Absent
Census Div. 4/St George's-Newfoundland,2014-15,Absent
Census Div. 4/St George's-Newfoundland,2015-16,Absent
Census Div. 4/St George's-Newfoundland,2017-18,Absent
Census Div. 4/St George's-Newfoundland,2018-19,Absent
Census Div. 5/Humber District-Newfoundland,2006-07,Absent
Census Div. 5/Humber District-Newfoundland,2007-08,Absent
Census Div. 5/Humber District-Newfoundland,2008-09,Absent
Census Div. 5/Humber District-Newfoundland,2009-10,Absent
Census Div. 5/Humber District-Newfoundland,2010-11,Absent
Census Div. 5/Humber District-Newfoundland,2011-12,Absent
Census Div. 5/Humber District-Newfoundland,2012-13,Absent
Census Div. 5/Humber District-Newfoundland,2013-14,Absent
Census Div. 5/Humber District-Newfoundland,2014-15,Absent
Census Div. 5/Humber District-Newfoundland,2015-16,Absent
Census Div. 5/Humber District-Newfoundland,2016-17,Absent
Census Div. 5/Humber District-Newfoundland,2018-19,Absent
Centre-Pennsylvania,2006-07,Absent
Centre-Pennsylvania,2007-08,Absent
Centre-Pennsylvania,2009-10,Absent
Centre-Pennsylvania,2010-11,Absent
Centre-Pennsylvania,2011-12,Absent
Centre-Pennsylvania,2012-13,Absent
Centre-Pennsylvania,2013-14,Absent
Centre-Pennsylvania,2014-15,Absent
Centre-Pennsylvania,2015-16,Absent
Centre-Pennsylvania,2016-17,Absent
Centre-Pennsylvania,2017-18,Absent
Centre-Pennsylvania,2018-19,Absent
Charlotte-New Brunswick,2006-07,Absent
Charlotte-New Brunswick,2007-08,Absent
Charlotte-New Brunswick,2008-09,Absent
Charlotte-New Brunswick,2009-10,Absent
Charlotte-New Brunswick,2010-11,Absent
Charlotte-New Brunswick,2012-13,Absent
Charlotte-New Brunswick,2013-14,Absent
Charlotte-New Brunswick,2014-15,Absent
Charlotte-New Brunswick,2015-16,Absent
Charlotte-New Brunswick,2016-17,Absent
Charlotte-New Brunswick,2017-18,Absent
Charlotte-New Brunswick,2018-19,Absent
Chattooga-Georgia,2006-07,Absent
Chattooga-Georgia,2007-08,Absent
Chattooga-Georgia,2008-09,Absent
Chattooga-Georgia,2009-10,Absent
Chattooga-Georgia,2010-11,Absent
Chattooga-Georgia,2011-12,Absent
Chattooga-Georgia,2012-13,Absent
Chattooga-Georgia,2013-14,Absent
Chattooga-Georgia,2014-15,Absent
Chattooga-Georgia,2016-17,Absent
Chattooga-Georgia,2017-18,Absent
Chattooga-Georgia,2018-19,Absent
Cherokee-Kansas,2006-07,Absent
Cherokee-Kansas,2007-08,Absent
Cherokee-Kansas,2008-09,Absent
Cherokee-Kansas,2009-10,Absent
Cherokee-Kansas,2010-11,Absent
Cherokee-Kansas,2011-12,Absent
Cherokee-Kansas,2012-13,Absent
Cherokee-Kansas,2013-14,Absent
Cherokee-Kansas,2014-15,Absent
Cherokee-Kansas,2015-16,Absent
Cherokee-Kansas,2016-17,Absent
Cherokee-Kansas,2018-19,Absent
Cherokee-North Carolina,2006-07,Absent
Cherokee-North Carolina,2007-08,Absent
Cherokee-North Carolina,2008-09,Absent
Cherokee-North Carolina,2009-10,Absent
Cherokee-North Carolina,2010-11,Absent
Cherokee-North Carolina,2011-12,Absent
Cherokee-North Carolina,2012-13,Absent
Cherokee-North Carolina,2014-15,Absent
Cherokee-North Carolina,2015-16,Absent
Cherokee-North Carolina,2016-17,Absent
Cherokee-North Carolina,2017-18,Absent
Cherokee-North Carolina,2018-19,Absent
Cherokee-Oklahoma,2006-07,Absent
Cherokee-Oklahoma,2007-08,Absent
Cherokee-Oklahoma,2008-09,Absent
Cherokee-Oklahoma,2009-10,Absent
Cherokee-Oklahoma,2010-11,Absent
Cherokee-Oklahoma,2011-12,Absent
Cherokee-Oklahoma,2012-13,Absent
Cherokee-Oklahoma,2013-14,Absent
Cherokee-Oklahoma,2014-15,Absent
Cherokee-Oklahoma,2016-17,Absent
Cherokee-Oklahoma,2017-18,Absent
Cherokee-Oklahoma,2018-19,Absent
Cherokee-South Carolina,2006-07,Absent
Cherokee-South Carolina,2007-08,Absent
Cherokee-South Carolina,2008-09,Absent
Cherokee-South Carolina,2009-10,Absent
Cherokee-South Carolina,2010-11,Absent
Cherokee-South Carolina,2011-12,Absent
Cherokee-South Carolina,2012-13,Absent
Cherokee-South Carolina,2013-14,Absent
Cherokee-South Carolina,2014-15,Absent
Cherokee-South Carolina,2015-16,Absent
Cherokee-South Carolina,2016-17,Absent
Cherokee-South Carolina,2018-19,Absent
Chesterfield-Virginia,2006-07,Absent
Chesterfield-Virginia,2007-08,Absent
Chesterfield-Virginia,2008-09,Absent
Chesterfield-Virginia,2010-11,Absent
Chesterfield-Virginia,2011-12,Absent
Chesterfield-Virginia,2012-13,Absent
Chesterfield-Virginia,2013-14,Absent
Chesterfield-Virginia,2014-15,Absent
Chesterfield-Virginia,2015-16,Absent
Chesterfield-Virginia,2016-17,Absent
Chesterfield-Virginia,2017-18,Absent
Chesterfield-Virginia,2018-19,Absent
Childress-Texas,2006-07,Absent
Childress-Texas,2007-08,Absent
Childress-Texas,2008-09,Absent
Childress-Texas,2009-10,Absent
Childress-Texas,2010-11,Absent
Childress-Texas,2011-12,Absent
Childress-Texas,2012-13,Absent
Childress-Texas,2013-14,Absent
Childress-Texas,2014-15,Absent
Childress-Texas,2015-16,Absent
Childress-Texas,2017-18,Absent
Childress-Texas,2018-19,Absent
Christian-Kentucky,2006-07,Absent
Christian-Kentucky,2007-08,Absent
Christian-Kentucky,2008-09,Absent
Christian-Kentucky,2009-10,Absent
Christian-Kentucky,2010-11,Absent
Christian-Kentucky,2011-12,Absent
Christian-Kentucky,2013-14,Absent
Christian-Kentucky,2014-15,Absent
Christian-Kentucky,2015-16,Absent
Christian-Kentucky,2016-17,Absent
Christian-Kentucky,2017-18,Absent
Christian-Kentucky,2018-19,Absent
Christian-Missouri,2006-07,Absent
Christian-Missouri,2007-08,Absent
Christian-Missouri,2008-09,Absent
Christian-Missouri,2009-10,Absent
Christian-Missouri,2010-11,Absent
Christian-Missouri,2011-12,Absent
Christian-Missouri,2012-13,Absent
Christian-Missouri,2013-14,Absent
Christian-Missouri,2014-15,Absent
Christian-Missouri,2016-17,Absent
Christian-Missouri,2017-18,Absent
Christian-Missouri,2018-19,Absent
Claiborne-Tennessee,2006-07,Absent
Claiborne-Tennessee,2007-08,Absent
Claiborne-Tennessee,2008-09,Absent
Claiborne-Tennessee,2009-10,Absent
Claiborne-Tennessee,2010-11,Absent
Claiborne-Tennessee,2011-12,Absent
Claiborne-Tennessee,2013-14,Absent
Claiborne-Tennessee,2014-15,Absent
Claiborne-Tennessee,2015-16,Absent
Claiborne-Tennessee,2016-17,Absent
Claiborne-Tennessee,2017-18,Absent
Claiborne-Tennessee,2018-19,Absent
Clare-Michigan,2006-07,Absent
Clare-Michigan,2007-08,Absent
Clare-Michigan,2008-09,Absent
Clare-Michigan,2009-10,Absent
Clare-Michigan,2010-11,Absent
Clare-Michigan,2011-12,Absent
Clare-Michigan,2012-13,Absent
Clare-Michigan,2013-14,Absent
Clare-Michigan,2015-16,Absent
Clare-Michigan,2016-17,Absent
Clare-Michigan,2017-18,Absent
Clare-Michigan,2018-19,Absent
Clarion-Pennsylvania,2006-07,Absent
Clarion-Pennsylvania,2007-08,Absent
Clarion-Pennsylvania,2008-09,Absent
Clarion-Pennsylvania,2009-10,Absent
Clarion-Pennsylvania,2010-11,Absent
Clarion-Pennsylvania,2012-13,Absent
Clarion-Pennsylvania,2013-14,Absent
Clarion-Pennsylvania,2014-15,Absent
Clarion-Pennsylvania,2015-16,Absent
Clarion-Pennsylvania,2016-17,Absent
Clarion-Pennsylvania,2017-18,Absent
Clarion-Pennsylvania,2018-19,Absent
Clay-Missouri,2006-07,Absent
Clay-Missouri,2007-08,Absent
Clay-Missouri,2008-09,Absent
Clay-Missouri,2009-10,Absent
Clay-Missouri,2010-11,Absent
Clay-Missouri,2011-12,Absent
Clay-Missouri,2012-13,Absent
Clay-Missouri,2013-14,Absent
Clay-Missouri,2015-16,Absent
Clay-Missouri,2016-17,Absent
Clay-Missouri,2017-18,Absent
Clay-Missouri,2018-19,Absent
Clay-Tennessee,2006-07,Absent
Clay-Tennessee,2007-08,Absent
Clay-Tennessee,2008-09,Absent
Clay-Tennessee,2009-10,Absent
Clay-Tennessee,2010-11,Absent
Clay-Tennessee,2011-12,Absent
Clay-Tennessee,2012-13,Absent
Clay-Tennessee,2014-15,Absent
Clay-Tennessee,2015-16,Absent
Clay-Tennessee,2016-17,Absent
Clay-Tennessee,2017-18,Absent
Clay-Tennessee,2018-19,Absent
Clayton-Iowa,2006-07,Absent
Clayton-Iowa,2007-08,Absent
Clayton-Iowa,2008-09,Absent
Clayton-Iowa,2009-10,Absent
Clayton-Iowa,2010-11,Absent
Clayton-Iowa,2011-12,Absent
Clayton-Iowa,2012-13,Absent
Clayton-Iowa,2013-14,Absent
Clayton-Iowa,2014-15,Absent
Clayton-Iowa,2016-17,Absent
Clayton-Iowa,2017-18,Absent
Clayton-Iowa,2018-19,Absent
Clearfield-Pennsylvania,2006-07,Absent
Clearfield-Pennsylvania,2007-08,Absent
Clearfield-Pennsylvania,2008-09,Absent
Clearfield-Pennsylvania,2009-10,Absent
Clearfield-Pennsylvania,2010-11,Absent
Clearfield-Pennsylvania,2012-13,Absent
Clearfield-Pennsylvania,2013-14,Absent
Clearfield-Pennsylvania,2014-15,Absent
Clearfield-Pennsylvania,2015-16,Absent
Clearfield-Pennsylvania,2016-17,Absent
Clearfield-Pennsylvania,2017-18,Absent
Clearfield-Pennsylvania,2018-19,Absent
Clinton-New York,2006-07,Absent
Clinton-New York,2007-08,Absent
Clinton-New York,2009-10,Absent
Clinton-New York,2010-11,Absent
Clinton-New York,2011-12,Absent
Clinton-New York,2012-13,Absent
Clinton-New York,2013-14,Absent
Clinton-New York,2014-15,Absent
Clinton-New York,2015-16,Absent
Clinton-New York,2016-17,Absent
Clinton-New York,2017-18,Absent
Clinton-New York,2018-19,Absent
Clinton-Pennsylvania,2006-07,Absent
Clinton-Pennsylvania,2007-08,Absent
Clinton-Pennsylvania,2008-09,Absent
Clinton-Pennsylvania,2009-10,Absent
Clinton-Pennsylvania,2010-11,Absent
Clinton-Pennsylvania,2012-13,Absent
Clinton-Pennsylvania,2013-14,Absent
Clinton-Pennsylvania,2014-15,Absent
Clinton-Pennsylvania,2015-16,Absent
Clinton-Pennsylvania,2016-17,Absent
Clinton-Pennsylvania,2017-18,Absent
Clinton-Pennsylvania,2018-19,Absent
Cochrane District (Part 1 Of)-Ontario,2006-07,Absent
Cochrane District (Part 1 Of)-Ontario,2007-08,Absent
Cochrane District (Part 1 Of)-Ontario,2008-09,Absent
Cochrane District (Part 1 Of)-Ontario,2009-10,Absent
Cochrane District (Part 1 Of)-Ontario,2011-12,Absent
Cochrane District (Part 1 Of)-Ontario,2012-13,Absent
Cochrane District (Part 1 Of)-Ontario,2013-14,Absent
Cochrane District (Part 1 Of)-Ontario,2014-15,Absent
Cochrane District (Part 1 Of)-Ontario,2015-16,Absent
Cochrane District (Part 1 Of)-Ontario,2016-17,Absent
Cochrane District (Part 1 Of)-Ontario,2017-18,Absent
Cochrane District (Part 1 Of)-Ontario,2018-19,Absent
Coffee-Tennessee,2006-07,Absent
Coffee-Tennessee,2007-08,Absent
Coffee-Tennessee,2008-09,Absent
Coffee-Tennessee,2009-10,Absent
Coffee-Tennessee,2010-11,Absent
Coffee-Tennessee,2011-12,Absent
Coffee-Tennessee,2012-13,Absent
Coffee-Tennessee,2013-14,Absent
Coffee-Tennessee,2015-16,Absent
Coffee-Tennessee,2016-17,Absent
Coffee-Tennessee,2017-18,Absent
Coffee-Tennessee,2018-19,Absent
Colbert-Alabama,2006-07,Absent
Colbert-Alabama,2007-08,Absent
Colbert-Alabama,2008-09,Absent
Colbert-Alabama,2009-10,Absent
Colbert-Alabama,2010-11,Absent
Colbert-Alabama,2011-12,Absent
Colbert-Alabama,2012-13,Absent
Colbert-Alabama,2013-14,Absent
Colbert-Alabama,2015-16,Absent
Colbert-Alabama,2016-17,Absent
Colbert-Alabama,2017-18,Absent
Colbert-Alabama,2018-19,Absent
Colchester-Nova Scotia,2006-07,Absent
Colchester-Nova Scotia,2007-08,Absent
Colchester-Nova Scotia,2008-09,Absent
Colchester-Nova Scotia,2009-10,Absent
Colchester-Nova Scotia,2010-11,Absent
Colchester-Nova Scotia,2012-13,Absent
Colchester-Nova Scotia,2013-14,Absent
Colchester-Nova Scotia,2014-15,Absent
Colchester-Nova Scotia,2015-16,Absent
Colchester-Nova Scotia,2016-17,Absent
Colchester-Nova Scotia,2017-18,Absent
Colchester-Nova Scotia,2018-19,Absent
Cole-Missouri,2006-07,Absent
Cole-Missouri,2007-08,Absent
Cole-Missouri,2008-09,Absent
Cole-Missouri,2009-10,Absent
Cole-Missouri,2010-11,Absent
Cole-Missouri,2011-12,Absent
Cole-Missouri,2012-13,Absent
Cole-Missouri,2014-15,Absent
Cole-Missouri,2015-16,Absent
Cole-Missouri,2016-17,Absent
Cole-Missouri,2017-18,Absent
Cole-Missouri,2018-19,Absent
Collingsworth-Texas,2006-07,Absent
Collingsworth-Texas,2007-08,Absent
Collingsworth-Texas,2008-09,Absent
Collingsworth-Texas,2009-10,Absent
Collingsworth-Texas,2010-11,Absent
Collingsworth-Texas,2011-12,Absent
Collingsworth-Texas,2012-13,Absent
Collingsworth-Texas,2013-14,Absent
Collingsworth-Texas,2014-15,Absent
Collingsworth-Texas,2015-16,Absent
Collingsworth-Texas,2017-18,Absent
Collingsworth-Texas,2018-19,Absent
Columbia-New York,2006-07,Absent
Columbia-New York,2008-09,Absent
Columbia-New York,2009-10,Absent
Columbia-New York,2010-11,Absent
Columbia-New York,2011-12,Absent
Columbia-New York,2012-13,Absent
Columbia-New York,2013-14,Absent
Columbia-New York,2014-15,Absent
Columbia-New York,2015-16,Absent
Columbia-New York,2016-17,Absent
Columbia-New York,2017-18,Absent
Columbia-New York,2018-19,Absent
Columbia-Pennsylvania,2006-07,Absent
Columbia-Pennsylvania,2007-08,Absent
Columbia-Pennsylvania,2008-09,Absent
Columbia-Pennsylvania,2010-11,Absent
Columbia-Pennsylvania,2011-12,Absent
Columbia-Pennsylvania,2012-13,Absent
Columbia-Pennsylvania,2013-14,Absent
Columbia-Pennsylvania,2014-15,Absent
Columbia-Pennsylvania,2015-16,Absent
Columbia-Pennsylvania,2016-17,Absent
Columbia-Pennsylvania,2017-18,Absent
Columbia-Pennsylvania,2018-19,Absent
Columbia-Wisconsin,2006-07,Absent
Columbia-Wisconsin,2007-08,Absent
Columbia-Wisconsin,2008-09,Absent
Columbia-Wisconsin,2009-10,Absent
Columbia-Wisconsin,2010-11,Absent
Columbia-Wisconsin,2011-12,Absent
Columbia-Wisconsin,2012-13,Absent
Columbia-Wisconsin,2013-14,Absent
Columbia-Wisconsin,2014-15,Absent
Columbia-Wisconsin,2015-16,Absent
Columbia-Wisconsin,2017-18,Absent
Columbia-Wisconsin,2018-19,Absent
Comal-Texas,2006-07,Absent
Comal-Texas,2007-08,Absent
Comal-Texas,2008-09,Absent
Comal-Texas,2009-10,Absent
Comal-Texas,2010-11,Absent
Comal-Texas,2011-12,Absent
Comal-Texas,2012-13,Absent
Comal-Texas,2013-14,Absent
Comal-Texas,2014-15,Absent
Comal-Texas,2015-16,Absent
Comal-Texas,2016-17,Absent
Comal-Texas,2017-18,Absent
Comanche-Kansas,2006-07,Absent
Comanche-Kansas,2007-08,Absent
Comanche-Kansas,2008-09,Absent
Comanche-Kansas,2009-10,Absent
Comanche-Kansas,2010-11,Absent
Comanche-Kansas,2011-12,Absent
Comanche-Kansas,2012-13,Absent
Comanche-Kansas,2013-14,Absent
Comanche-Kansas,2014-15,Absent
Comanche-Kansas,2015-16,Absent
Comanche-Kansas,2016-17,Absent
Comanche-Kansas,2018-19,Absent
Cooper-Missouri,2006-07,Absent
Cooper-Missouri,2007-08,Absent
Cooper-Missouri,2008-09,Absent
Cooper-Missouri,2009-10,Absent
Cooper-Missouri,2010-11,Absent
Cooper-Missouri,2011-12,Absent
Cooper-Missouri,2012-13,Absent
Cooper-Missouri,2013-14,Absent
Cooper-Missouri,2015-16,Absent
Cooper-Missouri,2016-17,Absent
Cooper-Missouri,2017-18,Absent
Cooper-Missouri,2018-19,Absent
Coos-New Hampshire,2006-07,Absent
Coos-New Hampshire,2007-08,Absent
Coos-New Hampshire,2008-09,Absent
Coos-New Hampshire,2010-11,Absent
Coos-New Hampshire,2011-12,Absent
Coos-New Hampshire,2012-13,Absent
Coos-New Hampshire,2013-14,Absent
Coos-New Hampshire,2014-15,Absent
Coos-New Hampshire,2015-16,Absent
Coos-New Hampshire,2016-17,Absent
Coos-New Hampshire,2017-18,Absent
Coos-New Hampshire,2018-19,Absent
Cottle-Texas,2006-07,Absent
Cottle-Texas,2007-08,Absent
Cottle-Texas,2008-09,Absent
Cottle-Texas,2009-10,Absent
Cottle-Texas,2010-11,Absent
Cottle-Texas,2011-12,Absent
Cottle-Texas,2012-13,Absent
Cottle-Texas,2013-14,Absent
Cottle-Texas,2014-15,Absent
Cottle-Texas,2015-16,Absent
Cottle-Texas,2017-18,Absent
Cottle-Texas,2018-19,Absent
Craig-Virginia,2006-07,Absent
Craig-Virginia,2007-08,Absent
Craig-Virginia,2008-09,Absent
Craig-Virginia,2010-11,Absent
Craig-Virginia,2011-12,Absent
Craig-Virginia,2012-13,Absent
Craig-Virginia,2013-14,Absent
Craig-Virginia,2014-15,Absent
Craig-Virginia,2015-16,Absent
Craig-Virginia,2016-17,Absent
Craig-Virginia,2017-18,Absent
Craig-Virginia,2018-19,Absent
Crawford-Arkansas,2006-07,Absent
Crawford-Arkansas,2007-08,Absent
Crawford-Arkansas,2008-09,Absent
