Site,Latitude,Longitude,Date,Day Number,Year,Cavebat Species Passes,Myotis Species Passes,Eptesicus fuscus Passes,Lasiurus borealis Passes,Lasiurus cinereus Passes,Lasionycteris noctivagans Passes,Myotis leibii Passes,Myotis lucifugus Passes,Myotis septentrionalis Passes,Myotis sodalis Passes,Perimyotis subflavus Passes,No Species Identified,Distance to Hibernacula (km),Hibernacula Entrance (1) or Landscape (0),Maximum Daily Temperature (Celsius),Mean Daily Temperature (Celsius),Minimum Daily Temperature (Celsius),Change in Maximum Daily Temperature from Previous Day (Celsius),Change in Mean Daily Temperature from Previous Day (Celsius),Change in Minimum Daily Temperature from Previous Day (Celsius),Maximum Daily Wind Speed (KPH),Mean Daily Wind Speed (KPH),Change in Maximum Daily Wind Speed from Previous Day (KPH),Change in Mean Daily Wind Speed from Previous Day (KPH),Daily Precipitation (cm),Change in Daily Precipitation from Previous Day (cm),Binary Precipitation,Change in Binary Precipitation from Previous Day
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/11/2016,285,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21.67,11.67,1.67,-4.4,-1.65,0.55,11.265408,1.609344,4.828032,1.609344,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/13/2016,287,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,10.56,6.11,8.8,2.75,-3.3,19.312128,3.218688,-6.437376,-1.609344,0.1016,-10.16,1,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/14/2016,288,2016,0,0,0,0,1,0,0,0,0,0,0,0,2,0,19.44,13.33,7.22,-4.4,-2.75,-1.1,11.265408,1.609344,8.04672,1.609344,0,5.08,0,1
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/15/2016,289,2016,0,0,0,0,2,0,0,0,0,0,0,2,2,0,23.33,13.89,4.44,-3.85,-0.55,2.75,8.04672,0,3.218688,1.609344,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/16/2016,290,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.44,16.11,7.22,-1.1,-2.2,-2.75,22.530816,3.218688,-14.484096,-3.218688,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/17/2016,291,2016,1,0,0,0,1,0,0,0,0,0,1,0,2,0,24.44,16.67,8.89,0,-0.55,-1.65,20.921472,3.218688,1.609344,0,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/18/2016,292,2016,2,2,0,0,2,0,0,2,0,0,0,0,2,0,26.11,17.22,7.78,-1.65,-0.55,1.1,28.968192,6.437376,-8.04672,-3.218688,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/19/2016,293,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26.11,20,13.33,0,-2.75,-5.5,19.312128,4.828032,9.656064,1.609344,0,-55.88,1,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/20/2016,294,2016,2,2,0,0,0,0,1,1,0,0,0,1,2,0,28.33,19.44,10.56,-2.2,0.55,2.75,32.18688,4.828032,-12.874752,0,0.1778,35.56,1,1
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/21/2016,295,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17.22,11.67,6.11,11,7.7,4.4,46.670976,9.656064,-14.484096,-4.828032,2.6162,-33.02,1,1
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/22/2016,296,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.22,5.56,3.89,9.9,6.05,2.2,32.18688,16.09344,14.484096,-6.437376,0.3302,20.32,1,1
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/23/2016,297,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17.22,11.67,5.56,-9.9,-6.05,-1.65,40.2336,14.484096,-8.04672,1.609344,0,20.32,0,1
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/24/2016,298,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.67,9.44,1.67,0.55,2.2,3.85,46.670976,16.09344,-6.437376,-1.609344,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/25/2016,299,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13.33,6.11,-1.11,3.3,3.3,2.75,20.921472,4.828032,25.749504,11.265408,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,10/26/2016,300,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18.33,10,1.67,-4.95,-3.85,-2.75,16.09344,3.218688,4.828032,1.609344,0,-2.54,0,0
Fernow Experimental Forest 2-1,39.033914,-79.684315,11/3/2015,307,2015,5,5,0,0,0,0,1,2,0,2,0,1,2,0,25,13.33,1.67,-6.05,-1.65,2.75,14.484096,1.609344,-4.828032,-1.609344,0,0,0,0
