Site,Latitude,Longitude,Date,Day Number,Year,Cavebat Species Passes,Myotis Species Passes,Eptesicus fuscus Passes,Lasiurus borealis Passes,Lasiurus cinereus Passes,Lasionycteris noctivagans Passes,Myotis leibii Passes,Myotis lucifugus Passes,Myotis septentrionalis Passes,Myotis sodalis Passes,Perimyotis subflavus Passes,No Species Identified,Distance to Hibernacula (km),Hibernacula Entrance (1) or Landscape (0),Maximum Daily Temperature (Celsius),Mean Daily Temperature (Celsius),Minimum Daily Temperature (Celsius),Change in Maximum Daily Temperature from Previous Day (Celsius),Change in Mean Daily Temperature from Previous Day (Celsius),Change in Minimum Daily Temperature from Previous Day (Celsius),Maximum Daily Wind Speed (KPH),Mean Daily Wind Speed (KPH),Change in Maximum Daily Wind Speed from Previous Day (KPH),Change in Mean Daily Wind Speed from Previous Day (KPH),Daily Precipitation (cm),Change in Daily Precipitation from Previous Day (cm),Binary Precipitation,Change in Binary Precipitation from Previous Day
Newberry-Bane 3-1,37.137877,-80.968588,9/3/2016,247,2016,182,132,0,3,0,4,3,91,10,28,50,120,3,0,24.44,19.44,14.44,-3.3,-0.55,2.2,16.09344,6.437376,9.656064,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/1/2016,275,2016,58,57,0,1,0,0,11,28,6,12,1,48,3,0,22.22,17.22,12.22,3.3,2.75,2.2,19.312128,4.828032,8.04672,1.609344,0,0.2286,0,1
Newberry-Bane 3-1,37.137877,-80.968588,10/2/2016,276,2016,45,45,0,3,0,0,5,15,18,7,0,44,3,0,23.33,16.67,10.56,-1.1,0.55,1.65,12.874752,1.609344,6.437376,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/3/2016,277,2016,39,37,0,0,0,2,4,16,4,13,2,21,3,0,23.33,17.22,11.11,0,-0.55,-0.55,9.656064,4.828032,3.218688,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/4/2016,278,2016,139,137,0,2,0,1,19,77,19,22,2,90,3,0,23.33,17.78,12.78,0,-0.55,-1.65,19.312128,3.218688,-9.656064,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/5/2016,279,2016,24,24,0,0,0,1,1,13,6,4,0,13,3,0,19.44,15.56,12.22,3.85,2.2,0.55,16.09344,4.828032,3.218688,-1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/10/2016,284,2016,3,2,1,0,0,0,0,1,0,1,0,3,3,0,19.44,13.33,7.22,-2.75,0,2.2,19.312128,6.437376,12.874752,14.484096,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/11/2016,285,2016,1,1,0,0,0,1,0,1,0,0,0,0,3,0,19.44,11.67,3.89,0,1.65,3.3,9.656064,1.609344,9.656064,4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/12/2016,286,2016,1,0,0,0,0,2,0,0,0,0,1,4,3,0,21.11,12.22,3.33,-1.65,-0.55,0.55,9.656064,0,0,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/13/2016,287,2016,5,4,1,0,0,2,0,3,0,1,0,3,3,0,20.56,13.89,7.22,0.55,-1.65,-3.85,19.312128,4.828032,-9.656064,-4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/14/2016,288,2016,2,2,0,0,0,0,0,2,0,0,0,0,3,0,17.22,11.67,6.11,3.3,2.2,1.1,12.874752,1.609344,6.437376,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/15/2016,289,2016,6,3,2,0,0,0,0,3,0,0,1,0,3,0,22.78,16.67,10.56,-5.5,-4.95,-4.4,12.874752,1.609344,0,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/16/2016,290,2016,2,2,0,1,1,0,0,2,0,0,0,2,3,0,25,17.78,10,-2.2,-1.1,0.55,11.265408,1.609344,1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/17/2016,291,2016,3,3,0,0,0,0,0,3,0,0,0,3,3,0,25.56,17.78,10,-0.55,0,0,20.921472,1.609344,-9.656064,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/4/2016,248,2016,219,146,1,1,0,0,4,109,11,22,72,86,3,0,26.11,18.89,12.22,-1.65,0.55,2.2,9.656064,1.609344,6.437376,4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/5/2016,249,2016,121,96,3,3,1,3,2,73,3,18,22,64,3,0,28.33,20.56,12.78,-2.2,-1.65,-0.55,11.265408,1.609344,-1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/6/2016,250,2016,172,133,6,4,2,2,4,92,13,24,33,118,3,0,28.89,21.11,13.33,-0.55,-0.55,-0.55,20.921472,6.437376,-9.656064,-4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/7/2016,251,2016,139,105,4,3,1,3,0,82,5,18,30,73,3,0,31.11,24.44,17.22,-2.2,-3.3,-3.85,20.921472,9.656064,0,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/8/2016,252,2016,109,92,1,2,1,0,1,70,5,16,16,61,3,0,31.67,24.44,17.78,-0.55,0,-0.55,16.09344,8.04672,4.828032,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/9/2016,253,2016,67,55,3,2,0,1,0,39,4,12,9,60,3,0,31.67,24.44,17.78,0,0,0,16.09344,4.828032,0,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/10/2016,254,2016,159,136,2,1,0,0,2,99,9,26,21,117,3,0,31.11,24.44,18.33,0.55,0,-0.55,16.09344,4.828032,0,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/11/2016,255,2016,139,78,3,0,0,4,2,60,1,15,58,68,3,0,26.11,20.56,15,4.95,3.85,3.3,20.921472,8.04672,-4.828032,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/12/2016,256,2016,127,74,3,3,0,5,2,56,4,12,50,46,3,0,27.22,20,12.78,-1.1,0.55,2.2,16.09344,1.609344,4.828032,6.437376,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/13/2016,257,2016,43,32,3,4,0,1,0,23,0,9,8,42,3,0,30,22.22,14.44,-2.75,-2.2,-1.65,12.874752,1.609344,3.218688,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/14/2016,258,2016,90,77,3,0,0,1,1,55,2,19,10,48,3,0,30,22.78,15.56,0,-0.55,-1.1,11.265408,1.609344,1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/15/2016,259,2016,81,58,8,1,1,1,1,46,3,8,15,46,3,0,27.78,21.11,13.89,2.2,1.65,1.65,19.312128,4.828032,-8.04672,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/16/2016,260,2016,107,93,6,0,0,5,2,65,1,25,8,44,3,0,23.89,21.11,18.33,3.85,0,-4.4,11.265408,8.04672,8.04672,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/17/2016,261,2016,94,55,10,0,3,7,1,42,1,11,29,100,3,0,27.22,22.78,17.78,-3.3,-1.65,0.55,20.921472,4.828032,-9.656064,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/18/2016,262,2016,30,28,1,1,0,3,0,18,1,9,1,23,3,0,27.22,21.11,14.44,0,1.65,3.3,19.312128,1.609344,1.609344,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/19/2016,263,2016,55,42,5,0,0,6,2,29,0,11,8,27,3,0,27.78,23.33,19.44,-0.55,-2.2,-4.95,19.312128,4.828032,0,-3.218688,0.635,-0.635,1,0
Newberry-Bane 3-1,37.137877,-80.968588,9/20/2016,264,2016,81,72,3,2,0,1,0,51,5,16,6,40,3,0,27.78,21.67,15.56,0,1.65,3.85,19.312128,3.218688,0,1.609344,0.1524,0.4826,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/21/2016,265,2016,70,67,0,2,0,0,1,57,2,7,3,41,3,0,26.67,21.11,16.11,1.1,0.55,-0.55,20.921472,4.828032,-1.609344,-1.609344,0,0.1524,0,1
Newberry-Bane 3-1,37.137877,-80.968588,9/22/2016,266,2016,92,77,6,0,0,3,5,54,5,13,9,48,3,0,25.56,21.11,16.11,1.1,0,0,22.530816,4.828032,-1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/23/2016,267,2016,119,107,2,1,0,2,4,69,3,31,10,57,3,0,28.89,21.11,13.89,-3.3,0,2.2,16.09344,3.218688,6.437376,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/24/2016,268,2016,84,74,6,3,0,3,9,33,8,24,4,55,3,0,30,22.22,14.44,-1.1,-1.1,-0.55,14.484096,3.218688,1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/25/2016,269,2016,40,31,3,0,0,1,1,21,3,6,6,12,3,0,26.11,21.67,17.22,3.85,0.55,-2.75,12.874752,3.218688,1.609344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/26/2016,270,2016,35,31,2,0,0,1,3,19,2,7,2,12,3,0,28.33,23.33,18.33,-2.2,-1.65,-1.1,20.921472,4.828032,-8.04672,-1.609344,0.9398,-0.9398,1,0
Newberry-Bane 3-1,37.137877,-80.968588,9/27/2016,271,2016,100,93,1,4,0,0,19,48,3,23,6,73,3,0,25.56,20,13.89,2.75,3.3,4.4,14.484096,4.828032,6.437376,0,0.3302,0.6096,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/28/2016,272,2016,114,112,1,4,0,4,6,51,10,45,1,94,3,0,23.33,16.67,10.56,2.2,3.3,3.3,16.09344,1.609344,-1.609344,3.218688,1.1938,-0.8636,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/29/2016,273,2016,3,3,0,0,0,0,1,1,1,0,0,1,3,0,21.11,17.78,14.44,2.2,-1.1,-3.85,27.358848,8.04672,-11.265408,-6.437376,0.2794,0.9144,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/30/2016,274,2016,118,115,0,3,0,1,11,61,12,31,3,83,3,0,25.56,20,14.44,-4.4,-2.2,0,27.358848,6.437376,0,1.609344,0.2286,0.0508,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/24/2015,267,2015,179,162,1,6,1,1,9,111,6,36,16,108,3,0,23.33,17.22,11.11,0.55,1.65,2.75,22.530816,4.828032,-6.437376,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,9/25/2015,268,2015,51,47,0,0,0,0,0,36,0,11,4,13,3,0,17.78,15.56,13.33,5.5,1.65,-2.2,28.968192,12.874752,-6.437376,-8.04672,0.6858,-0.6858,1,0
Newberry-Bane 3-1,37.137877,-80.968588,9/26/2015,269,2015,12,8,0,1,0,0,0,3,1,4,4,4,3,0,17.22,16.11,15,0.55,-0.55,-1.65,25.749504,16.09344,3.218688,-3.218688,0.1524,0.5334,1,1
Newberry-Bane 3-1,37.137877,-80.968588,9/27/2015,270,2015,2,0,0,0,0,0,0,0,0,0,2,0,3,0,17.22,15.56,14.44,0,0.55,0.55,19.312128,12.874752,6.437376,3.218688,1.651,-1.4986,1,1
Newberry-Bane 3-1,37.137877,-80.968588,10/14/2015,287,2015,3,3,0,0,0,2,0,1,0,2,0,3,3,0,19.44,15.56,12.22,2.2,1.1,-1.1,25.749504,16.09344,1.609344,-6.437376,0,0.2286,0,1
Newberry-Bane 3-1,37.137877,-80.968588,10/15/2015,288,2015,2,2,0,0,0,0,0,1,0,1,0,3,3,0,19.44,13.33,6.67,0,2.2,5.5,19.312128,6.437376,6.437376,9.656064,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/16/2015,289,2015,0,0,0,0,0,3,0,0,0,0,0,0,3,0,17.78,12.22,6.11,1.65,1.1,0.55,24.14016,11.265408,-4.828032,-4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/17/2015,290,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.22,7.78,3.33,5.5,4.4,2.75,24.14016,9.656064,0,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/18/2015,291,2015,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10.56,6.11,1.11,1.65,1.65,2.2,20.921472,8.04672,3.218688,1.609344,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,11/11/2015,315,2015,0,0,0,0,0,0,0,0,0,0,0,1,3,0,17.22,11.11,5.56,-0.55,2.2,3.85,25.749504,11.265408,1.609344,-1.609344,0,0.127,0,1
Newberry-Bane 3-1,37.137877,-80.968588,11/12/2015,316,2015,0,0,0,0,0,1,0,0,0,0,0,1,3,0,19.44,12.22,4.44,-2.2,-1.1,1.1,41.842944,11.265408,-16.09344,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/31/2016,305,2016,1,1,0,0,0,1,0,1,0,0,0,1,3,0,23.89,18.89,14.44,1.1,-1.1,-3.3,14.484096,6.437376,12.874752,4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,11/1/2016,306,2016,0,0,0,0,0,1,0,0,0,0,0,1,3,0,25.56,18.89,12.78,-1.65,0,1.65,14.484096,6.437376,0,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,11/2/2016,307,2016,2,1,1,0,0,4,0,1,0,0,0,3,3,0,26.11,19.44,12.78,-0.55,-0.55,0,12.874752,3.218688,1.609344,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/18/2016,292,2016,7,5,2,0,0,2,1,0,0,4,0,6,3,0,26.67,18.89,10.56,-1.1,-1.1,-0.55,22.530816,4.828032,-1.609344,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/19/2016,293,2016,32,30,1,3,1,9,2,16,3,9,1,16,3,0,28.89,21.11,12.78,-2.2,-2.2,-2.2,14.484096,1.609344,8.04672,3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/20/2016,294,2016,28,14,7,0,0,4,0,10,0,4,7,21,3,0,27.78,20,12.22,1.1,1.1,0.55,14.484096,1.609344,0,0,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/21/2016,295,2016,0,0,0,0,0,0,0,0,0,0,0,1,3,0,20,14.44,9.44,7.7,5.5,2.75,40.2336,12.874752,-25.749504,-11.265408,0.3302,-0.3302,1,0
Newberry-Bane 3-1,37.137877,-80.968588,10/25/2016,299,2016,0,0,0,0,0,1,0,0,0,0,0,0,3,0,17.78,11.11,3.89,3.3,4.95,7.15,24.14016,8.04672,4.828032,6.437376,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/26/2016,300,2016,1,0,0,0,1,0,0,0,0,0,1,0,3,0,18.89,10,1.11,-1.1,1.1,2.75,14.484096,3.218688,9.656064,4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/27/2016,301,2016,1,1,0,0,0,0,0,0,0,1,0,1,3,0,20,13.33,6.11,-1.1,-3.3,-4.95,38.624256,6.437376,-24.14016,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/28/2016,302,2016,0,0,0,0,0,2,0,0,0,0,0,0,3,0,21.11,15.56,9.44,-1.1,-2.2,-3.3,24.14016,9.656064,14.484096,-3.218688,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/29/2016,303,2016,2,2,0,0,0,1,0,1,0,1,0,4,3,0,26.11,15.56,5,-4.95,0,4.4,20.921472,4.828032,3.218688,4.828032,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,10/30/2016,304,2016,2,1,1,0,0,8,0,1,0,0,0,0,3,0,25,17.78,11.11,1.1,-2.2,-6.05,27.358848,11.265408,-6.437376,-6.437376,0,0,0,0
Newberry-Bane 3-1,37.137877,-80.968588,11/4/2016,309,2016,0,0,0,0,0,4,0,0,0,0,0,0,3,0,17.78,12.78,7.78,7.15,5.5,3.85,22.530816,14.484096,6.437376,-3.218688,0.0508,-0.0508,1,0
Newberry-Bane 3-1,37.137877,-80.968588,11/5/2016,310,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17.22,8.89,1.11,0.55,3.85,6.6,11.265408,1.609344,11.265408,12.874752,0,0.0508,0,1
Newberry-Bane 3-1,37.137877,-80.968588,11/3/2016,308,2016,1,0,1,0,1,10,0,0,0,0,0,1,3,0,25,18.33,11.67,1.1,1.1,1.1,28.968192,11.265408,-16.09344,-8.04672,0,0,0,0
Newberry-Bane 3-2,37.089304,-80.960239,9/26/2015,269,2015,6,4,0,2,1,0,0,3,0,1,2,1,3,0,17.22,16.11,15,0.55,-0.55,-1.65,25.749504,16.09344,3.218688,-3.218688,0.1524,0.5334,1,1
Newberry-Bane 3-2,37.089304,-80.960239,9/24/2015,267,2015,1,0,0,0,0,1,0,0,0,0,1,0,3,0,23.33,17.22,11.11,0.55,1.65,2.75,22.530816,4.828032,-6.437376,0,0,0,0,0
Newberry-Bane 3-2,37.089304,-80.960239,9/25/2015,268,2015,1,0,1,0,0,0,0,0,0,0,0,0,3,0,17.78,15.56,13.33,5.5,1.65,-2.2,28.968192,12.874752,-6.437376,-8.04672,0.6858,-0.6858,1,0
Newberry-Bane 3-2,37.089304,-80.960239,9/27/2015,270,2015,38,6,25,5,2,3,0,6,0,0,7,19,3,0,17.22,15.56,14.44,0,0.55,0.55,19.312128,12.874752,6.437376,3.218688,1.651,-1.4986,1,1
Newberry-Bane 3-3,37.117148,-81.011232,10/15/2016,289,2016,14,0,14,0,0,5,0,0,0,0,0,4,3,0,22.78,16.67,10.56,-5.5,-4.95,-4.4,12.874752,1.609344,0,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/16/2016,290,2016,3,0,3,0,0,3,0,0,0,0,0,4,3,0,25,17.78,10,-2.2,-1.1,0.55,11.265408,1.609344,1.609344,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/17/2016,291,2016,3,2,1,0,0,0,0,2,0,0,0,2,3,0,25.56,17.78,10,-0.55,0,0,20.921472,1.609344,-9.656064,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/19/2016,293,2016,1,0,1,0,0,4,0,0,0,0,0,2,3,0,28.89,21.11,12.78,-2.2,-2.2,-2.2,14.484096,1.609344,8.04672,3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/20/2016,294,2016,0,0,0,0,0,2,0,0,0,0,0,0,3,0,27.78,20,12.22,1.1,1.1,0.55,14.484096,1.609344,0,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/21/2016,295,2016,0,0,0,0,0,1,0,0,0,0,0,0,3,0,20,14.44,9.44,7.7,5.5,2.75,40.2336,12.874752,-25.749504,-11.265408,0.3302,-0.3302,1,0
Newberry-Bane 3-3,37.117148,-81.011232,10/18/2016,292,2016,8,0,8,0,0,3,0,0,0,0,0,2,3,0,26.67,18.89,10.56,-1.1,-1.1,-0.55,22.530816,4.828032,-1.609344,-3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/23/2016,297,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19.44,13.33,7.22,-9.9,-5.5,-1.1,32.18688,16.09344,-3.218688,3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/24/2016,298,2016,4,3,1,0,0,17,0,3,0,0,0,8,3,0,21.11,16.11,11.11,-1.65,-2.75,-3.85,28.968192,14.484096,3.218688,1.609344,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/25/2016,299,2016,1,1,0,0,0,0,0,1,0,0,0,0,3,0,17.78,11.11,3.89,3.3,4.95,7.15,24.14016,8.04672,4.828032,6.437376,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/22/2016,296,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.44,7.78,6.11,10.45,6.6,3.3,28.968192,19.312128,11.265408,-6.437376,0,0.3302,0,1
Newberry-Bane 3-3,37.117148,-81.011232,10/27/2016,301,2016,3,3,0,0,0,0,0,3,0,0,0,3,3,0,20,13.33,6.11,-1.1,-3.3,-4.95,38.624256,6.437376,-24.14016,-3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/28/2016,302,2016,2,0,1,0,1,8,0,0,0,0,1,7,3,0,21.11,15.56,9.44,-1.1,-2.2,-3.3,24.14016,9.656064,14.484096,-3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/29/2016,303,2016,5,1,4,0,1,6,0,1,0,0,0,2,3,0,26.11,15.56,5,-4.95,0,4.4,20.921472,4.828032,3.218688,4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/30/2016,304,2016,0,0,0,0,0,5,0,0,0,0,0,3,3,0,25,17.78,11.11,1.1,-2.2,-6.05,27.358848,11.265408,-6.437376,-6.437376,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/31/2016,305,2016,2,0,2,0,1,3,0,0,0,0,0,3,3,0,23.89,18.89,14.44,1.1,-1.1,-3.3,14.484096,6.437376,12.874752,4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/1/2016,306,2016,3,0,3,0,0,2,0,0,0,0,0,2,3,0,25.56,18.89,12.78,-1.65,0,1.65,14.484096,6.437376,0,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/2/2016,307,2016,0,0,0,0,0,3,0,0,0,0,0,2,3,0,26.11,19.44,12.78,-0.55,-0.55,0,12.874752,3.218688,1.609344,3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/3/2016,308,2016,0,0,0,0,0,2,0,0,0,0,0,0,3,0,25,18.33,11.67,1.1,1.1,1.1,28.968192,11.265408,-16.09344,-8.04672,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/4/2016,309,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17.78,12.78,7.78,7.15,5.5,3.85,22.530816,14.484096,6.437376,-3.218688,0.0508,-0.0508,1,0
Newberry-Bane 3-3,37.117148,-81.011232,11/5/2016,310,2016,0,0,0,0,0,0,0,0,0,0,0,1,3,0,17.22,8.89,1.11,0.55,3.85,6.6,11.265408,1.609344,11.265408,12.874752,0,0.0508,0,1
Newberry-Bane 3-3,37.117148,-81.011232,11/6/2016,311,2016,0,0,0,0,0,2,0,0,0,0,0,0,3,0,18.89,9.44,0,-1.65,-0.55,1.1,11.265408,1.609344,0,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/8/2016,313,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19.44,10,1.11,-1.1,0,0,12.874752,1.609344,-1.609344,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/26/2016,300,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18.89,10,1.11,-1.1,1.1,2.75,14.484096,3.218688,9.656064,4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,9/24/2015,267,2015,35,29,5,1,3,4,4,10,1,14,1,13,3,0,23.33,17.22,11.11,0.55,1.65,2.75,22.530816,4.828032,-6.437376,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,9/25/2015,268,2015,3,3,0,0,0,0,0,3,0,0,0,0,3,0,17.78,15.56,13.33,5.5,1.65,-2.2,28.968192,12.874752,-6.437376,-8.04672,0.6858,-0.6858,1,0
Newberry-Bane 3-3,37.117148,-81.011232,9/26/2015,269,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17.22,16.11,15,0.55,-0.55,-1.65,25.749504,16.09344,3.218688,-3.218688,0.1524,0.5334,1,1
Newberry-Bane 3-3,37.117148,-81.011232,10/2/2015,275,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.78,11.11,9.44,4.95,4.4,2.75,25.749504,17.702784,-3.218688,-8.04672,0.254,-0.0762,1,1
Newberry-Bane 3-3,37.117148,-81.011232,10/14/2015,287,2015,1,0,1,0,2,5,0,0,0,0,0,5,3,0,19.44,15.56,12.22,2.2,1.1,-1.1,25.749504,16.09344,1.609344,-6.437376,0,0.2286,0,1
Newberry-Bane 3-3,37.117148,-81.011232,10/16/2015,289,2015,1,1,0,0,0,1,0,1,0,0,0,2,3,0,17.78,12.22,6.11,1.65,1.1,0.55,24.14016,11.265408,-4.828032,-4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/17/2015,290,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.22,7.78,3.33,5.5,4.4,2.75,24.14016,9.656064,0,1.609344,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/18/2015,291,2015,0,0,0,0,0,9,0,0,0,0,0,7,3,0,10.56,6.11,1.11,1.65,1.65,2.2,20.921472,8.04672,3.218688,1.609344,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/7/2015,311,2015,3,3,0,0,1,0,0,2,0,1,0,0,3,0,16.67,12.22,8.33,8.25,6.6,5.5,20.921472,8.04672,16.09344,0,0.4826,-0.4826,1,0
Newberry-Bane 3-3,37.117148,-81.011232,11/11/2015,315,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17.22,11.11,5.56,-0.55,2.2,3.85,25.749504,11.265408,1.609344,-1.609344,0,0.127,0,1
Newberry-Bane 3-3,37.117148,-81.011232,11/12/2015,316,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19.44,12.22,4.44,-2.2,-1.1,1.1,41.842944,11.265408,-16.09344,0,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/13/2015,317,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.22,8.89,5.56,7.15,3.3,-1.1,37.014912,25.749504,4.828032,-14.484096,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,11/14/2015,318,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11.67,7.78,3.33,0.55,1.1,2.2,32.18688,19.312128,4.828032,6.437376,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/13/2016,287,2016,5,2,3,1,0,8,0,0,0,2,0,13,3,0,20.56,13.89,7.22,0.55,-1.65,-3.85,19.312128,4.828032,-9.656064,-4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,10/14/2016,288,2016,2,2,0,0,0,1,0,2,0,0,0,0,3,0,17.22,11.67,6.11,3.3,2.2,1.1,12.874752,1.609344,6.437376,3.218688,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,9/2/2016,246,2016,0,0,0,1,0,0,0,0,0,0,0,1,3,0,21.11,18.89,16.67,4.95,3.3,1.1,25.749504,8.04672,-11.265408,-4.828032,0,0.8128,0,1
Newberry-Bane 3-3,37.117148,-81.011232,9/3/2016,247,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24.44,19.44,14.44,-3.3,-0.55,2.2,16.09344,6.437376,9.656064,1.609344,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,9/4/2016,248,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26.11,18.89,12.22,-1.65,0.55,2.2,9.656064,1.609344,6.437376,4.828032,0,0,0,0
Newberry-Bane 3-3,37.117148,-81.011232,9/5/2016,249,2016,1,0,0,0,0,0,0,0,0,0,1,0,3,0,28.33,20.56,12.78,-2.2,-1.65,-0.55,11.265408,1.609344,-1.609344,0,0,0,0,0
