GC,title,nospace,url,lat,lon,country,province/state,county,numfinds
GCP52Q,Fishermans Cache,fishermans-cache,https://www.geocaching.com/geocache/GCP52Q_fishermans-cache,N 46° 52.689,W 060° 21.025,Canada,Nova Scotia,Victoria (Nova Scotia),223
GCP694,All In A Row - Eagle Head Beach,all-in-a-row-eagle-head-beach,https://www.geocaching.com/geocache/GCP694_all-in-a-row-eagle-head-beach,N 44° 04.309,W 064° 37.253,Canada,Nova Scotia,Queens (Nova Scotia),18
GCP8GJ,Cape Split - Dont Get Lost Like Ma & Pa,cape-split-dont-get-lost-like-ma-pa,https://www.geocaching.com/geocache/GCP8GJ_cape-split-dont-get-lost-like-ma-pa,N 45° 19.555,W 064° 27.207,Canada,Nova Scotia,Kings (Nova Scotia),423
GCP8P1,On the right Trail to Cape Split,on-the-right-trail-to-cape-split,https://www.geocaching.com/geocache/GCP8P1_on-the-right-trail-to-cape-split,N 45° 19.339,W 064° 26.657,Canada,Nova Scotia,Kings (Nova Scotia),397
GCP9D5,An Artist's Haven,an-artists-haven,https://www.geocaching.com/geocache/GCP9D5_an-artists-haven,N 44° 03.814,W 064° 37.506,Canada,Nova Scotia,Queens (Nova Scotia),46
GCPAT5,NOVA SCOTIA GATHERING,nova-scotia-gathering,https://www.geocaching.com/geocache/GCPAT5_nova-scotia-gathering,N 44° 55.182,W 063° 35.050,Canada,Nova Scotia,Halifax,35
GCPBWD,Pasture & The Stream,pasture-the-stream,https://www.geocaching.com/geocache/GCPBWD_pasture-the-stream,N 45° 13.905,W 064° 30.114,Canada,Nova Scotia,Kings (Nova Scotia),102
GCPD4Y,Giant MacAskills Cache,giant-macaskills-cache,https://www.geocaching.com/geocache/GCPD4Y_giant-macaskills-cache,N 46° 17.265,W 060° 32.335,Canada,Nova Scotia,Victoria (Nova Scotia),256
GCPN35,MacCormick's Park,maccormicks-park,https://www.geocaching.com/geocache/GCPN35_maccormicks-park,N 45° 57.835,W 060° 48.376,Canada,Nova Scotia,Victoria (Nova Scotia),145
GCVZNM,Quick Exit 17 (NSHW101),quick-exit-17-nshw101,https://www.geocaching.com/geocache/GCVZNM_quick-exit-17-nshw101,N 44° 59.474,W 064° 57.980,Canada,Nova Scotia,Kings (Nova Scotia),246
GCWPGJ,Haunted Seminary: Acadia University,haunted-seminary-acadia-university,https://www.geocaching.com/geocache/GCWPGJ_haunted-seminary-acadia-university,N 45° 05.307,W 064° 21.991,Canada,Nova Scotia,Kings (Nova Scotia),266
GCWV70,RADDALL PARK,raddall-park,https://www.geocaching.com/geocache/GCWV70_raddall-park,N 43° 50.625,W 064° 53.211,Canada,Nova Scotia,Queens (Nova Scotia),186
GCXPDT,What Happened to Prospect Rd? (NSS's #3),what-happened-to-prospect-rd-nsss-3,https://www.geocaching.com/geocache/GCXPDT_what-happened-to-prospect-rd-nsss-3,N 45° 01.062,W 064° 39.284,Canada,Nova Scotia,Kings (Nova Scotia),66
GCXPE2,Gesner's Cache (NSS's #4),gesners-cache-nsss-4,https://www.geocaching.com/geocache/GCXPE2_gesners-cache-nsss-4,N 45° 05.936,W 064° 28.575,Canada,Nova Scotia,Kings (Nova Scotia),294
GC12BYP,Tunnel in Kingston,tunnel-in-kingston,https://www.geocaching.com/geocache/GC12BYP_tunnel-in-kingston,N 45° 00.520,W 064° 55.292,Canada,Nova Scotia,Kings (Nova Scotia),282
GC136F4,Get in Tune to this cache,get-in-tune-to-this-cache,https://www.geocaching.com/geocache/GC136F4_get-in-tune-to-this-cache,N 44° 24.586,W 065° 05.008,Canada,Nova Scotia,Queens (Nova Scotia),204
GC191T8,To The Beaches! (Quick Exit 20) **Feb8**,to-the-beaches-quick-exit-20-feb8,https://www.geocaching.com/geocache/GC191T8_to-the-beaches-quick-exit-20-feb8,N 43° 57.443,W 064° 49.680,Canada,Nova Scotia,Queens (Nova Scotia),142
GC1930A,Old Country Road **Feb8**,old-country-road-feb8,https://www.geocaching.com/geocache/GC1930A_old-country-road-feb8,N 46° 00.946,W 060° 52.227,Canada,Nova Scotia,Victoria (Nova Scotia),26
GC1BTWW,Scout 1,scout-1,https://www.geocaching.com/geocache/GC1BTWW_scout-1,N 44° 59.273,W 064° 28.405,Canada,Nova Scotia,Kings (Nova Scotia),20
GC1D90Z,"Atlantic Geofest 2008 - Blomidon, Nova Scotia",atlantic-geofest-2008-blomidon-nova-scotia,https://www.geocaching.com/geocache/GC1D90Z_atlantic-geofest-2008-blomidon-nova-scotia,N 45° 15.838,W 064° 20.566,Canada,Nova Scotia,Kings (Nova Scotia),43
GC1E0NZ,Kieran Pathway,kieran-pathway,https://www.geocaching.com/geocache/GC1E0NZ_kieran-pathway,N 45° 05.575,W 064° 22.202,Canada,Nova Scotia,Kings (Nova Scotia),267
GC1GTDB,Celtic Caching's TCDA Rest Stop,celtic-cachings-tcda-rest-stop,https://www.geocaching.com/geocache/GC1GTDB_celtic-cachings-tcda-rest-stop,N 46° 13.600,W 060° 34.768,Canada,Nova Scotia,Victoria (Nova Scotia),209
GC1HFZ2,Lighthouse Park,lighthouse-park,https://www.geocaching.com/geocache/GC1HFZ2_lighthouse-park,N 44° 07.968,W 064° 34.505,Canada,Nova Scotia,Queens (Nova Scotia),131
GC1JB45,Two Bridges,two-bridges,https://www.geocaching.com/geocache/GC1JB45_two-bridges,N 45° 04.776,W 064° 30.221,Canada,Nova Scotia,Kings (Nova Scotia),200
GC1KPYP,Nova 2 ... Fire Fighters Memorial,nova-2-fire-fighters-memorial,https://www.geocaching.com/geocache/GC1KPYP_nova-2-fire-fighters-memorial,N 45° 04.007,W 064° 10.574,Canada,Nova Scotia,Hants,202
GC1M0HG,Nova 3 at Meadow Pond,nova-3-at-meadow-pond,https://www.geocaching.com/geocache/GC1M0HG_nova-3-at-meadow-pond,N 44° 58.301,W 064° 05.350,Canada,Nova Scotia,Hants,170
GC1N50P,Nova 4at Exit 3,nova-4at-exit-3,https://www.geocaching.com/geocache/GC1N50P_nova-4at-exit-3,N 44° 50.773,W 063° 48.197,Canada,Nova Scotia,Hants,214
GC1NAGX,Exit 8 A,exit-8-a,https://www.geocaching.com/geocache/GC1NAGX_exit-8-a,N 45° 04.189,W 064° 13.394,Canada,Nova Scotia,Kings (Nova Scotia),227
GC1NW0N,Meandering Mersey,meandering-mersey,https://www.geocaching.com/geocache/GC1NW0N_meandering-mersey,N 44° 22.470,W 064° 58.288,Canada,Nova Scotia,Queens (Nova Scotia),121
GC1QKQQ,Grave Consequences,grave-consequences,https://www.geocaching.com/geocache/GC1QKQQ_grave-consequences,N 46° 03.156,W 060° 48.471,Canada,Nova Scotia,Victoria (Nova Scotia),48
GC1QKT6,Another great view from HIS house,another-great-view-from-his-house,https://www.geocaching.com/geocache/GC1QKT6_another-great-view-from-his-house,N 46° 02.862,W 060° 48.898,Canada,Nova Scotia,Victoria (Nova Scotia),48
GC1QW9A,Wolfville Ridge,wolfville-ridge,https://www.geocaching.com/geocache/GC1QW9A_wolfville-ridge,N 45° 04.192,W 064° 22.174,Canada,Nova Scotia,Kings (Nova Scotia),81
GC1R6CM,Nova 5 at Meadow Pond,nova-5-at-meadow-pond,https://www.geocaching.com/geocache/GC1R6CM_nova-5-at-meadow-pond,N 44° 58.194,W 064° 05.285,Canada,Nova Scotia,Hants,146
GC1RAT5,Nova 6 at Penny Beach,nova-6-at-penny-beach,https://www.geocaching.com/geocache/GC1RAT5_nova-6-at-penny-beach,N 45° 06.638,W 064° 14.470,Canada,Nova Scotia,Kings (Nova Scotia),151
GC1T6XD,"Atlantic Geofest 2009 - Blomidon, Nova Scotia",atlantic-geofest-2009-blomidon-nova-scotia,https://www.geocaching.com/geocache/GC1T6XD_atlantic-geofest-2009-blomidon-nova-scotia,N 45° 15.838,W 064° 20.566,Canada,Nova Scotia,Kings (Nova Scotia),32
GC1T8ZB,Nova 7 @ Village Rivest,nova-7-village-rivest,https://www.geocaching.com/geocache/GC1T8ZB_nova-7-village-rivest,N 45° 02.255,W 064° 09.263,Canada,Nova Scotia,Hants,156
GC1TWET,Bean on the North River Bridge?,bean-on-the-north-river-bridge,https://www.geocaching.com/geocache/GC1TWET_bean-on-the-north-river-bridge,N 46° 18.470,W 060° 37.374,Canada,Nova Scotia,Victoria (Nova Scotia),114
GC1VEKY,Blomidon Lookoff,blomidon-lookoff,https://www.geocaching.com/geocache/GC1VEKY_blomidon-lookoff,N 45° 12.000,W 064° 24.377,Canada,Nova Scotia,Kings (Nova Scotia),533
GC1YKMG,Scout 2 - Little River Falls,scout-2-little-river-falls,https://www.geocaching.com/geocache/GC1YKMG_scout-2-little-river-falls,N 44° 59.456,W 064° 28.492,Canada,Nova Scotia,Kings (Nova Scotia),24
GC1ZA9C,Nova 8 Riverbank Cemetery,nova-8-riverbank-cemetery,https://www.geocaching.com/geocache/GC1ZA9C_nova-8-riverbank-cemetery,N 45° 03.667,W 064° 10.759,Canada,Nova Scotia,Hants,191
GC200KE,Cape Split - You're on your way!,cape-split-youre-on-your-way,https://www.geocaching.com/geocache/GC200KE_cape-split-youre-on-your-way,N 45° 19.208,W 064° 26.629,Canada,Nova Scotia,Kings (Nova Scotia),328
GC200M6,Cape Split - You're gonna make it!,cape-split-youre-gonna-make-it,https://www.geocaching.com/geocache/GC200M6_cape-split-youre-gonna-make-it,N 45° 19.568,W 064° 26.929,Canada,Nova Scotia,Kings (Nova Scotia),259
GC209M0,A Rememberable View,a-rememberable-view,https://www.geocaching.com/geocache/GC209M0_a-rememberable-view,N 44° 02.452,W 064° 43.055,Canada,Nova Scotia,Queens (Nova Scotia),127
GC20CHV,Nova 9 at Exit 9,nova-9-at-exit-9,https://www.geocaching.com/geocache/GC20CHV_nova-9-at-exit-9,N 45° 05.978,W 064° 15.397,Canada,Nova Scotia,Kings (Nova Scotia),270
GC20NK2,Cameron's Park,camerons-park,https://www.geocaching.com/geocache/GC20NK2_camerons-park,N 44° 20.070,W 064° 57.307,Canada,Nova Scotia,Queens (Nova Scotia),115
GC20NK7,Pioneer's Cache,pioneers-cache,https://www.geocaching.com/geocache/GC20NK7_pioneers-cache,N 44° 21.614,W 064° 57.914,Canada,Nova Scotia,Queens (Nova Scotia),89
GC21N2B,Nova 10 The Lonely Tree,nova-10-the-lonely-tree,https://www.geocaching.com/geocache/GC21N2B_nova-10-the-lonely-tree,N 45° 03.257,W 064° 10.644,Canada,Nova Scotia,Hants,185
GC22AK6,Gasp 5,gasp-5,https://www.geocaching.com/geocache/GC22AK6_gasp-5,N 45° 03.370,W 064° 23.614,Canada,Nova Scotia,Kings (Nova Scotia),37
GC22ZPG,Nova 11 at Sangster's Bridge,nova-11-at-sangsters-bridge,https://www.geocaching.com/geocache/GC22ZPG_nova-11-at-sangsters-bridge,N 44° 57.238,W 064° 11.965,Canada,Nova Scotia,Hants,170
GC2556J,I can still hear you babblin,i-can-still-hear-you-babblin,https://www.geocaching.com/geocache/GC2556J_i-can-still-hear-you-babblin,N 46° 12.290,W 060° 33.004,Canada,Nova Scotia,Victoria (Nova Scotia),41
GC2556P,This is as far as I go,this-is-as-far-as-i-go,https://www.geocaching.com/geocache/GC2556P_this-is-as-far-as-i-go,N 46° 11.747,W 060° 33.663,Canada,Nova Scotia,Victoria (Nova Scotia),37
GC255PK,Spring Surprise,spring-surprise,https://www.geocaching.com/geocache/GC255PK_spring-surprise,N 45° 03.551,W 064° 44.598,Canada,Nova Scotia,Kings (Nova Scotia),201
GC25FW3,Nova 12 at Exit 10,nova-12-at-exit-10,https://www.geocaching.com/geocache/GC25FW3_nova-12-at-exit-10,N 45° 06.288,W 064° 17.558,Canada,Nova Scotia,Kings (Nova Scotia),339
GC25FWF,Nova 13 at Exit 11,nova-13-at-exit-11,https://www.geocaching.com/geocache/GC25FWF_nova-13-at-exit-11,N 45° 04.678,W 064° 23.935,Canada,Nova Scotia,Kings (Nova Scotia),273
GC26BG1,There is a micro here!,there-is-a-micro-here,https://www.geocaching.com/geocache/GC26BG1_there-is-a-micro-here,N 44° 58.236,W 064° 56.302,Canada,Nova Scotia,Kings (Nova Scotia),237
GC27BEQ,Planter Dyke,planter-dyke,https://www.geocaching.com/geocache/GC27BEQ_planter-dyke,N 45° 05.804,W 064° 21.499,Canada,Nova Scotia,Kings (Nova Scotia),59
GC27HVW,Everyone loves micros,everyone-loves-micros,https://www.geocaching.com/geocache/GC27HVW_everyone-loves-micros,N 44° 59.033,W 064° 57.118,Canada,Nova Scotia,Kings (Nova Scotia),146
GC28475,River Runners,river-runners,https://www.geocaching.com/geocache/GC28475_river-runners,N 45° 03.529,W 064° 23.123,Canada,Nova Scotia,Kings (Nova Scotia),63
GC28Q3F,Kingston Library Senior's Cache #3 - United Church,kingston-library-seniors-cache-3-united-church,https://www.geocaching.com/geocache/GC28Q3F_kingston-library-seniors-cache-3-united-church,N 44° 59.418,W 064° 56.613,Canada,Nova Scotia,Kings (Nova Scotia),222
GC2AA11,Nova 14 -- Exit 4,nova-14-exit-4,https://www.geocaching.com/geocache/GC2AA11_nova-14-exit-4,N 44° 57.772,W 064° 01.214,Canada,Nova Scotia,Hants,172
GC2AEBE,Scout 3 - Bushwack Mania,scout-3-bushwack-mania,https://www.geocaching.com/geocache/GC2AEBE_scout-3-bushwack-mania,N 44° 59.716,W 064° 28.394,Canada,Nova Scotia,Kings (Nova Scotia),13
GC2AGKR,Dead Dyke,dead-dyke,https://www.geocaching.com/geocache/GC2AGKR_dead-dyke,N 45° 07.327,W 064° 16.957,Canada,Nova Scotia,Kings (Nova Scotia),47
GC2ATDJ,"Wow, that's a big...",wow-thats-a-big,https://www.geocaching.com/geocache/GC2ATDJ_wow-thats-a-big,N 44° 26.262,W 064° 52.827,Canada,Nova Scotia,Queens (Nova Scotia),84
GC2DV0W,The Chipman Special,the-chipman-special,https://www.geocaching.com/geocache/GC2DV0W_the-chipman-special,N 44° 59.266,W 064° 29.150,Canada,Nova Scotia,Kings (Nova Scotia),13
GC2DV1D,The Road to the Scout Caches!,the-road-to-the-scout-caches,https://www.geocaching.com/geocache/GC2DV1D_the-road-to-the-scout-caches,N 44° 59.087,W 064° 28.993,Canada,Nova Scotia,Kings (Nova Scotia),15
GC2DV1J,In the Shadow of the Pine,in-the-shadow-of-the-pine,https://www.geocaching.com/geocache/GC2DV1J_in-the-shadow-of-the-pine,N 44° 58.790,W 064° 28.868,Canada,Nova Scotia,Kings (Nova Scotia),18
GC2DVNN,Mud Creek,mud-creek,https://www.geocaching.com/geocache/GC2DVNN_mud-creek,N 45° 05.557,W 064° 21.381,Canada,Nova Scotia,Kings (Nova Scotia),271
GC2E1V0,Stick Support,stick-support,https://www.geocaching.com/geocache/GC2E1V0_stick-support,N 45° 03.092,W 064° 31.264,Canada,Nova Scotia,Kings (Nova Scotia),201
GC2EXTE,Horton Landing,horton-landing,https://www.geocaching.com/geocache/GC2EXTE_horton-landing,N 45° 06.519,W 064° 16.676,Canada,Nova Scotia,Kings (Nova Scotia),65
GC2G1C7,Nova 15 at the 19th Hole,nova-15-at-the-19th-hole,https://www.geocaching.com/geocache/GC2G1C7_nova-15-at-the-19th-hole,N 44° 59.544,W 064° 11.279,Canada,Nova Scotia,Hants,92
GC2G1CF,Nova 16 at the Bridge,nova-16-at-the-bridge,https://www.geocaching.com/geocache/GC2G1CF_nova-16-at-the-bridge,N 45° 02.577,W 064° 11.415,Canada,Nova Scotia,Hants,108
GC2GGFC,Starfish Lagoon,starfish-lagoon,https://www.geocaching.com/geocache/GC2GGFC_starfish-lagoon,N 46° 08.293,W 060° 32.508,Canada,Nova Scotia,Victoria (Nova Scotia),27
GC2H1M5,Nova 17 -- safe Parking at Meadow Pond caches,nova-17-safe-parking-at-meadow-pond-caches,https://www.geocaching.com/geocache/GC2H1M5_nova-17-safe-parking-at-meadow-pond-caches,N 44° 58.388,W 064° 05.487,Canada,Nova Scotia,Hants,260
GC2K101,Nova 18 at HCH,nova-18-at-hch,https://www.geocaching.com/geocache/GC2K101_nova-18-at-hch,N 44° 59.170,W 064° 07.276,Canada,Nova Scotia,Hants,151
GC2K104,Nova 19 at Exit 7,nova-19-at-exit-7,https://www.geocaching.com/geocache/GC2K104_nova-19-at-exit-7,N 45° 00.017,W 064° 09.227,Canada,Nova Scotia,Hants,188
GC2KK91,Huey's driver training,hueys-driver-training,https://www.geocaching.com/geocache/GC2KK91_hueys-driver-training,N 45° 04.650,W 064° 30.000,Canada,Nova Scotia,Kings (Nova Scotia),40
GC2MPC4,Valley Shopping Three,valley-shopping-three,https://www.geocaching.com/geocache/GC2MPC4_valley-shopping-three,N 44° 59.147,W 064° 57.133,Canada,Nova Scotia,Kings (Nova Scotia),202
GC2NGJM,Ebenezer Bishop: Crazy Love,ebenezer-bishop-crazy-love,https://www.geocaching.com/geocache/GC2NGJM_ebenezer-bishop-crazy-love,N 45° 19.294,W 064° 23.688,Canada,Nova Scotia,Kings (Nova Scotia),24
GC2NWHN,Our unsung Heroes,our-unsung-heroes,https://www.geocaching.com/geocache/GC2NWHN_our-unsung-heroes,N 45° 05.500,W 064° 21.529,Canada,Nova Scotia,Kings (Nova Scotia),388
GC2PNX5,Nova 20 .. My First Micro,nova-20-my-first-micro,https://www.geocaching.com/geocache/GC2PNX5_nova-20-my-first-micro,N 45° 04.029,W 064° 10.376,Canada,Nova Scotia,Hants,168
GC2PWPZ,Mountain Side Trail,mountain-side-trail,https://www.geocaching.com/geocache/GC2PWPZ_mountain-side-trail,N 45° 13.636,W 064° 23.570,Canada,Nova Scotia,Kings (Nova Scotia),34
GC2Q52W,ToNS Series #10: Red Cliff's Lodgings,tons-series-10-red-cliffs-lodgings,https://www.geocaching.com/geocache/GC2Q52W_tons-series-10-red-cliffs-lodgings,N 45° 05.524,W 064° 21.023,Canada,Nova Scotia,Kings (Nova Scotia),248
GC2V6RH,Granite Garden # 4,granite-garden-4,https://www.geocaching.com/geocache/GC2V6RH_granite-garden-4,N 45° 00.761,W 064° 19.523,Canada,Nova Scotia,Kings (Nova Scotia),70
GC2W963,School House No.10,school-house-no10,https://www.geocaching.com/geocache/GC2W963_school-house-no10,N 45° 02.833,W 064° 50.658,Canada,Nova Scotia,Kings (Nova Scotia),115
GC2YKM9,Accidental Rock (WTTG),accidental-rock-wttg,https://www.geocaching.com/geocache/GC2YKM9_accidental-rock-wttg,N 44° 01.839,W 064° 43.244,Canada,Nova Scotia,Queens (Nova Scotia),147
GC2ZBY5,Oak Island Road,oak-island-road,https://www.geocaching.com/geocache/GC2ZBY5_oak-island-road,N 45° 07.241,W 064° 15.822,Canada,Nova Scotia,Kings (Nova Scotia),96
GC32BY7,Kluscap Storytime 1,kluscap-storytime-1,https://www.geocaching.com/geocache/GC32BY7_kluscap-storytime-1,N 45° 19.028,W 064° 25.978,Canada,Nova Scotia,Kings (Nova Scotia),227
GC349WF,Off the beaten trail,off-the-beaten-trail,https://www.geocaching.com/geocache/GC349WF_off-the-beaten-trail,N 45° 03.900,W 064° 28.600,Canada,Nova Scotia,Kings (Nova Scotia),23
GC35NH6,Son of bushwack,son-of-bushwack,https://www.geocaching.com/geocache/GC35NH6_son-of-bushwack,N 44° 59.600,W 064° 28.500,Canada,Nova Scotia,Kings (Nova Scotia),13
GC3AT6W,"2 Market, 2 Market",2-market-2-market,https://www.geocaching.com/geocache/GC3AT6W_2-market-2-market,N 45° 05.583,W 064° 21.963,Canada,Nova Scotia,Kings (Nova Scotia),248
GC3BMY9,Havey Trail,havey-trail,https://www.geocaching.com/geocache/GC3BMY9_havey-trail,N 45° 02.987,W 064° 19.330,Canada,Nova Scotia,Kings (Nova Scotia),51
GC3BMYN,Havey House,havey-house,https://www.geocaching.com/geocache/GC3BMYN_havey-house,N 45° 03.157,W 064° 19.167,Canada,Nova Scotia,Kings (Nova Scotia),51
GC3BMYW,Havey Trail Bridge,havey-trail-bridge,https://www.geocaching.com/geocache/GC3BMYW_havey-trail-bridge,N 45° 03.305,W 064° 19.079,Canada,Nova Scotia,Kings (Nova Scotia),40
GC3BMZ2,Havey Trail - along the ravine,havey-trail-along-the-ravine,https://www.geocaching.com/geocache/GC3BMZ2_havey-trail-along-the-ravine,N 45° 03.462,W 064° 19.163,Canada,Nova Scotia,Kings (Nova Scotia),42
GC3DMX8,Nova 21 -- William Hall VC,nova-21-william-hall-vc,https://www.geocaching.com/geocache/GC3DMX8_nova-21-william-hall-vc,N 45° 03.657,W 064° 10.531,Canada,Nova Scotia,Hants,152
GC3EBJ1,Know Your Local Cacher - Nova Scotia Challenge,know-your-local-cacher-nova-scotia-challenge,https://www.geocaching.com/geocache/GC3EBJ1_know-your-local-cacher-nova-scotia-challenge,N 44° 59.583,W 064° 55.829,Canada,Nova Scotia,Kings (Nova Scotia),36
GC3EVRQ,Not winter friendly #1,not-winter-friendly-1,https://www.geocaching.com/geocache/GC3EVRQ_not-winter-friendly-1,N 45° 06.635,W 064° 15.852,Canada,Nova Scotia,Kings (Nova Scotia),62
GC3EVTA,Not winter friendly #2,not-winter-friendly-2,https://www.geocaching.com/geocache/GC3EVTA_not-winter-friendly-2,N 45° 06.534,W 064° 16.203,Canada,Nova Scotia,Kings (Nova Scotia),69
GC3F5F3,CACHE or CASH?,cache-or-cash,https://www.geocaching.com/geocache/GC3F5F3_cache-or-cash,N 44° 58.045,W 064° 55.354,Canada,Nova Scotia,Kings (Nova Scotia),159
GC3FM98,Nova 22 -- Windsor P&G,nova-22-windsor-pg,https://www.geocaching.com/geocache/GC3FM98_nova-22-windsor-pg,N 44° 59.406,W 064° 06.350,Canada,Nova Scotia,Hants,188
GC3G7YT,GC3G7YT [NOT inside],gc3g7yt-not-inside,https://www.geocaching.com/geocache/GC3G7YT_gc3g7yt-not-inside,N 45° 06.635,W 064° 16.974,Canada,Nova Scotia,Kings (Nova Scotia),98
GC3GBH5,Polly's Vinyl Cache,pollys-vinyl-cache,https://www.geocaching.com/geocache/GC3GBH5_pollys-vinyl-cache,N 45° 06.494,W 064° 16.468,Canada,Nova Scotia,Kings (Nova Scotia),62
GC3JD85,"Nova 23 , Another Windsor P&G",nova-23-another-windsor-pg,https://www.geocaching.com/geocache/GC3JD85_nova-23-another-windsor-pg,N 44° 59.169,W 064° 06.607,Canada,Nova Scotia,Hants,217
GC3JDT9,Nova 24 There used to be a house here,nova-24-there-used-to-be-a-house-here,https://www.geocaching.com/geocache/GC3JDT9_nova-24-there-used-to-be-a-house-here,N 45° 00.459,W 064° 10.036,Canada,Nova Scotia,Hants,112
GC3K3MY,Wind in the Willows,wind-in-the-willows,https://www.geocaching.com/geocache/GC3K3MY_wind-in-the-willows,N 45° 05.437,W 064° 21.368,Canada,Nova Scotia,Kings (Nova Scotia),198
GC3KT71,The Blair Witch,the-blair-witch,https://www.geocaching.com/geocache/GC3KT71_the-blair-witch,N 45° 04.609,W 064° 35.758,Canada,Nova Scotia,Kings (Nova Scotia),37
GC3P6JA,Rocky Perch,rocky-perch,https://www.geocaching.com/geocache/GC3P6JA_rocky-perch,N 45° 19.351,W 064° 25.132,Canada,Nova Scotia,Kings (Nova Scotia),25
GC3PNZ6,Nature Trust Ridge Trail: among the trees,nature-trust-ridge-trail-among-the-trees,https://www.geocaching.com/geocache/GC3PNZ6_nature-trust-ridge-trail-among-the-trees,N 45° 04.296,W 064° 22.321,Canada,Nova Scotia,Kings (Nova Scotia),57
GC3PP1T,Nature Trust Ridge Trail: nature's underbelly,nature-trust-ridge-trail-natures-underbelly,https://www.geocaching.com/geocache/GC3PP1T_nature-trust-ridge-trail-natures-underbelly,N 45° 04.262,W 064° 21.997,Canada,Nova Scotia,Kings (Nova Scotia),36
