GC,title,lower,nospace,url,lat,lon,numfind,numpage
GC5N07X,New Maryland Streaker series #2,new maryland streaker series 2,new-maryland-streaker-series-2,https://www.geocaching.com/geocache/GC5N07X_new-maryland-streaker-series-2,N 45° 53.343,W 066° 41.158,73,3
GC5N392,Key Not Required,key not required,key-not-required,https://www.geocaching.com/geocache/GC5N392_key-not-required,N 45° 54.311,W 066° 45.452,67,3
GC5N5VJ,Caching around the Northside # 1,caching around the northside  1,caching-around-the-northside-1,https://www.geocaching.com/geocache/GC5N5VJ_caching-around-the-northside-1,N 45° 58.960,W 066° 36.823,65,3
GC5N5VW,Caching around the Northside # 2 (Wal-Mart),caching around the northside  2 (walmart),caching-around-the-northside-2-walmart,https://www.geocaching.com/geocache/GC5N5VW_caching-around-the-northside-2-walmart,N 45° 59.353,W 066° 37.498,97,4
GC5N5ZD,See any Fawns (or maybe Moose)? #3,see any fawns (or maybe moose) 3,see-any-fawns-or-maybe-moose-3,https://www.geocaching.com/geocache/GC5N5ZD_see-any-fawns-or-maybe-moose-3,N 45° 56.531,W 066° 46.065,38,2
GC5N61J,"""BIG SURPRISE""","""big surprise""",big-surprise,https://www.geocaching.com/geocache/GC5N61J_big-surprise,N 45° 57.262,W 066° 42.381,28,2
GC5N7ZR,Caching around the Northside # 4,caching around the northside  4,caching-around-the-northside-4,https://www.geocaching.com/geocache/GC5N7ZR_caching-around-the-northside-4,N 45° 59.945,W 066° 37.885,51,3
GC5N80G,Chillin' with Mya,chillin with mya,chillin-with-mya,https://www.geocaching.com/geocache/GC5N80G_chillin-with-mya,N 45° 59.854,W 066° 38.964,27,2
GC5NNBQ,Caching around the Northside # 6,caching around the northside  6,caching-around-the-northside-6,https://www.geocaching.com/geocache/GC5NNBQ_caching-around-the-northside-6,N 45° 59.082,W 066° 37.308,64,3
GC5P23Z,Run away dog,run away dog,run-away-dog,https://www.geocaching.com/geocache/GC5P23Z_run-away-dog,N 45° 59.481,W 066° 38.768,22,1
GC5P6MH,Caching around the Northside # 7,caching around the northside  7,caching-around-the-northside-7,https://www.geocaching.com/geocache/GC5P6MH_caching-around-the-northside-7,N 45° 58.635,W 066° 38.380,36,2
GC5PHND,463 Centimeters,463 centimeters,463-centimeters,https://www.geocaching.com/geocache/GC5PHND_463-centimeters,N 45° 59.057,W 066° 40.210,22,1
GC5PRBX,Spring,spring,spring,https://www.geocaching.com/geocache/GC5PRBX_spring,N 45° 58.590,W 066° 38.790,42,2
GC5PZ8R,See any Fawns? #2,see any fawns 2,see-any-fawns-2,https://www.geocaching.com/geocache/GC5PZ8R_see-any-fawns-2,N 45° 56.666,W 066° 46.086,40,2
GC5T8G2,TNT....Dynamite!,tntdynamite,tntdynamite,https://www.geocaching.com/geocache/GC5T8G2_tntdynamite,N 45° 58.807,W 066° 50.329,44,2
GC5TH6F,WELCOME TO THE 'CHI,welcome to the chi,welcome-to-the-chi,https://www.geocaching.com/geocache/GC5TH6F_welcome-to-the-chi,N 47° 01.236,W 065° 26.775,91,4
GC5TTTE,Will You Marry Me?,will you marry me,will-you-marry-me,https://www.geocaching.com/geocache/GC5TTTE_will-you-marry-me,N 45° 57.419,W 066° 37.775,78,4
GC5TW26,2nd Hanwell Cub Scouts - Blue Six,2nd hanwell cub scouts  blue six,2nd-hanwell-cub-scouts-blue-six,https://www.geocaching.com/geocache/GC5TW26_2nd-hanwell-cub-scouts-blue-six,N 45° 54.437,W 066° 44.802,30,2
GC5TW2K,2nd Hanwell Cub Scouts - Green Six,2nd hanwell cub scouts  green six,2nd-hanwell-cub-scouts-green-six,https://www.geocaching.com/geocache/GC5TW2K_2nd-hanwell-cub-scouts-green-six,N 45° 54.347,W 066° 44.803,27,2
GC5TW2P,2nd Hanwell Cub Scouts - Grey Six,2nd hanwell cub scouts  grey six,2nd-hanwell-cub-scouts-grey-six,https://www.geocaching.com/geocache/GC5TW2P_2nd-hanwell-cub-scouts-grey-six,N 45° 54.227,W 066° 44.817,26,2
GC5VR85,Who Remembers the old Covered Bridge?,who remembers the old covered bridge,who-remembers-the-old-covered-bridge,https://www.geocaching.com/geocache/GC5VR85_who-remembers-the-old-covered-bridge,N 45° 26.668,W 066° 19.810,47,2
GC5VRBH,Never Forget the Fallen,never forget the fallen,never-forget-the-fallen,https://www.geocaching.com/geocache/GC5VRBH_never-forget-the-fallen,N 45° 27.375,W 066° 20.511,45,2
GC5W5A9,1st New Maryland Beavers,1st new maryland beavers,1st-new-maryland-beavers,https://www.geocaching.com/geocache/GC5W5A9_1st-new-maryland-beavers,N 45° 53.939,W 066° 40.911,34,2
GC5XJ5D,Figure Me Out #9,figure me out 9,figure-me-out-9,https://www.geocaching.com/geocache/GC5XJ5D_figure-me-out-9,N 45° 48.798,W 066° 10.954,20,1
GC5Z852,End of the Parkway,end of the parkway,end-of-the-parkway,https://www.geocaching.com/geocache/GC5Z852_end-of-the-parkway,N 45° 59.456,W 066° 40.177,46,2
GC5Z85H,Cook's Landing ?,cooks landing ,cooks-landing-,https://www.geocaching.com/geocache/GC5Z85H_cooks-landing-,N 45° 58.947,W 066° 37.081,29,2
GC5ZJ96,LOOKING GOOD!,looking good,looking-good,https://www.geocaching.com/geocache/GC5ZJ96_looking-good,N 45° 57.112,W 066° 41.517,32,2
GC600WZ,A Cache for Carl,a cache for carl,a-cache-for-carl,https://www.geocaching.com/geocache/GC600WZ_a-cache-for-carl,N 45° 55.758,W 066° 07.133,28,2
GC603TF,Sleepy Hollow,sleepy hollow,sleepy-hollow,https://www.geocaching.com/geocache/GC603TF_sleepy-hollow,N 45° 51.777,W 066° 53.567,24,1
GC60ZFA,Broadway...uh...view?,broadwayuhview,broadwayuhview,https://www.geocaching.com/geocache/GC60ZFA_broadwayuhview,N 45° 58.660,W 066° 40.183,19,1
GC61098,Crystal Cave TB Hotel,crystal cave tb hotel,crystal-cave-tb-hotel,https://www.geocaching.com/geocache/GC61098_crystal-cave-tb-hotel,N 46° 00.367,W 066° 45.774,18,1
GC61QMR,Geocaching Addicition,geocaching addicition,geocaching-addicition,https://www.geocaching.com/geocache/GC61QMR_geocaching-addicition,N 45° 58.970,W 066° 45.642,9,1
GC61WVT,Islands of Adventure,islands of adventure,islands-of-adventure,https://www.geocaching.com/geocache/GC61WVT_islands-of-adventure,N 45° 37.556,W 067° 00.165,8,1
GC62F0M,Kool Skool,kool skool,kool-skool,https://www.geocaching.com/geocache/GC62F0M_kool-skool,,,1,1
GC62YNM,Cooped up.,cooped up,cooped-up,https://www.geocaching.com/geocache/GC62YNM_cooped-up,N 45° 58.557,W 066° 39.568,5,1
GC62ZER,King's Head Inn,kings head inn,kings-head-inn,https://www.geocaching.com/geocache/GC62ZER_kings-head-inn,N 45° 52.567,W 066° 58.321,99,4
GC62ZJ4,Grant Store,grant store,grant-store,https://www.geocaching.com/geocache/GC62ZJ4_grant-store,N 45° 52.621,W 066° 58.164,119,5
GC63G9N,HanwellBell BH-03,hanwellbell bh03,hanwellbell-bh03,https://www.geocaching.com/geocache/GC63G9N_hanwellbell-bh03,N 45° 53.747,W 066° 45.910,25,1
GC64AAH,Carving Out a Cache,carving out a cache,carving-out-a-cache,https://www.geocaching.com/geocache/GC64AAH_carving-out-a-cache,N 45° 19.947,W 066° 12.851,31,2
GC66HB8,A trail! We have a new Trail!,a trail we have a new trail,a-trail-we-have-a-new-trail,https://www.geocaching.com/geocache/GC66HB8_a-trail-we-have-a-new-trail,N 45° 23.134,W 065° 58.054,29,2
GC67947,VOODOO,voodoo,voodoo,https://www.geocaching.com/geocache/GC67947_voodoo,N 47° 01.024,W 065° 26.661,62,3
GC67JR4,A Christmas Cache,a christmas cache,a-christmas-cache,https://www.geocaching.com/geocache/GC67JR4_a-christmas-cache,N 45° 22.870,W 065° 55.763,22,1
GC67NN6,Ringing in the new year...again!,ringing in the new yearagain,ringing-in-the-new-yearagain,https://www.geocaching.com/geocache/GC67NN6_ringing-in-the-new-yearagain,N 45° 53.560,W 066° 41.306,6,1
GC67NY1,Fredericton Rural Extension Cemetary,fredericton rural extension cemetary,fredericton-rural-extension-cemetary,https://www.geocaching.com/geocache/GC67NY1_fredericton-rural-extension-cemetary,N 45° 57.840,W 066° 40.478,84,4
GC67T3E,Winter Blues?,winter blues,winter-blues,https://www.geocaching.com/geocache/GC67T3E_winter-blues,N 45° 57.638,W 066° 42.095,28,2
GC67ZEM,Back at the rink (Willie O'Ree),back at the rink (willie oree),back-at-the-rink-willie-oree,https://www.geocaching.com/geocache/GC67ZEM_back-at-the-rink-willie-oree,N 45° 58.735,W 066° 37.126,63,3
GC685QC,"Remember This Place, Marion?",remember this place marion,remember-this-place-marion,https://www.geocaching.com/geocache/GC685QC_remember-this-place-marion,,,1,1
GC68RE3,"""Q""..... In Honour of Pirates Everywhere","""q"" in honour of pirates everywhere",q-in-honour-of-pirates-everywhere,https://www.geocaching.com/geocache/GC68RE3_q-in-honour-of-pirates-everywhere,N 45° 57.378,W 066° 41.958,13,1
GC69BFP,Caching around the Northside # 5 (revived Fulton),caching around the northside  5 (revived fulton),caching-around-the-northside-5-revived-fulton,https://www.geocaching.com/geocache/GC69BFP_caching-around-the-northside-5-revived-fulton,N 45° 59.174,W 066° 38.889,42,2
GC6A1VZ,Caching around the Northside # 7 (revived),caching around the northside  7 (revived),caching-around-the-northside-7-revived,https://www.geocaching.com/geocache/GC6A1VZ_caching-around-the-northside-7-revived,N 45° 58.595,W 066° 38.789,43,2
GC6A1W2,Caching around the Northside # 8,caching around the northside  8,caching-around-the-northside-8,https://www.geocaching.com/geocache/GC6A1W2_caching-around-the-northside-8,N 45° 58.486,W 066° 38.037,18,1
GC6A1W3,Caching around the Northside # 9,caching around the northside  9,caching-around-the-northside-9,https://www.geocaching.com/geocache/GC6A1W3_caching-around-the-northside-9,N 45° 58.333,W 066° 38.075,52,3
GC6AEZP,OBSERVE...BEING OBSERVED...OBSERVATORY,observebeing observedobservatory,observebeing-observedobservatory,https://www.geocaching.com/geocache/GC6AEZP_observebeing-observedobservatory,N 45° 57.079,W 066° 41.783,17,1
GC6AY3F,Saturday afternoon practice,saturday afternoon practice,saturday-afternoon-practice,https://www.geocaching.com/geocache/GC6AY3F_saturday-afternoon-practice,N 45° 58.613,W 066° 37.036,26,2
GC6CN0Y,Stay Tooned!,stay tooned,stay-tooned,https://www.geocaching.com/geocache/GC6CN0Y_stay-tooned,N 45° 58.898,W 066° 34.308,25,1
GC6D9PD,Van der beck,van der beck,van-der-beck,https://www.geocaching.com/geocache/GC6D9PD_van-der-beck,N 45° 59.965,W 066° 39.210,20,1
GC6DT3B,#4 for Spring 2016,4 for spring 2016,4-for-spring-2016,https://www.geocaching.com/geocache/GC6DT3B_4-for-spring-2016,N 45° 59.492,W 066° 38.775,12,1
GC6DTC2,QUEEN - Great Rock Bands Series,queen  great rock bands series,queen-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTC2_queen-great-rock-bands-series,N 45° 52.508,W 066° 44.870,25,1
GC6DTCW,RUSH - Great Rock Bands Series,rush  great rock bands series,rush-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTCW_rush-great-rock-bands-series,N 45° 52.603,W 066° 44.771,30,2
GC6DTEQ,Scorpions - Great Rock Bands Series,scorpions  great rock bands series,scorpions-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTEQ_scorpions-great-rock-bands-series,N 45° 52.699,W 066° 44.682,30,2
GC6DTH7,U2 - Great Rock Bands Series,u2  great rock bands series,u2-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTH7_u2-great-rock-bands-series,N 45° 53.032,W 066° 44.759,34,2
GC6EGQX,Moti-Cashe,moticashe,moticashe,https://www.geocaching.com/geocache/GC6EGQX_moticashe,N 45° 56.883,W 066° 38.442,87,4
GC6FXYZ,Provincial Monument - March of NB 104th,provincial monument  march of nb 104th,provincial-monument-march-of-nb-104th,https://www.geocaching.com/geocache/GC6FXYZ_provincial-monument-march-of-nb-104th,N 45° 57.686,W 066° 38.345,149,6
GC6G27C,Turn over a New Leaf,turn over a new leaf,turn-over-a-new-leaf,https://www.geocaching.com/geocache/GC6G27C_turn-over-a-new-leaf,N 45° 36.100,W 065° 35.337,25,1
GC6GM7H,Flip a Coin,flip a coin,flip-a-coin,https://www.geocaching.com/geocache/GC6GM7H_flip-a-coin,N 45° 19.751,W 066° 12.025,25,1
GC6GM82,Ingleside Nano,ingleside nano,ingleside-nano,https://www.geocaching.com/geocache/GC6GM82_ingleside-nano,N 45° 19.663,W 066° 12.144,10,1
GC6GM8B,Brittain Road GRC,brittain road grc,brittain-road-grc,https://www.geocaching.com/geocache/GC6GM8B_brittain-road-grc,N 45° 23.901,W 066° 17.249,36,2
GC6K51N,around the curve,around the curve,around-the-curve,https://www.geocaching.com/geocache/GC6K51N_around-the-curve,N 45° 42.056,W 067° 02.973,23,1
GC6PD42,Flo's cache,flos cache,flos-cache,https://www.geocaching.com/geocache/GC6PD42_flos-cache,N 45° 49.677,W 066° 10.965,16,1
